id	created_at	updated_at	name	is_medication
1210	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARUNAVIR; RITONAVIR 50MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
1211	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VALOID PAEDIATRIC 50MG SUPPOSITORY by PHARMACARE LTD	
1212	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DAWNEX 20MG CAPSULE by MICRO LABS LTD	
1213	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARROWS SOLUTION 3.96G SOLUTION by DATLABS PRIVATE LIMITED	
1214	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ROVAS 10 10MG TABLET, COATED by INTAS PHARMACEUTICALS LTD	
1215	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TRADMIN 50MG INJECTABLE by COSPHARM INVESTMENTS (PTY) LTD	
1216	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LONGRIDE 60MG TABLET, COATED by MSN LABORATORIES LTD	
1217	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DECALETS 0.25MG TROCHE/LOZENGE by CAPS PVT LTD	
1218	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DELTAPRIM 12.5MG TABLET by ZIMBABWE PHARMACEUTICALS HEALTHCARE	
1219	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARUNAVIR; RITONAVIR 400MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
1220	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARUNAVIR 600MG TABLET, COATED by LAURUS LABS LIMITED	
1221	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARROWS SOLUTION 5.84G SOLUTION by DATLABS PRIVATE LIMITED	
1222	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	OXEDEP 20MG CAPSULE by TORRENT EXPORTS LTD	
1223	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DECALETS 2.5MG TROCHE/LOZENGE by CAPS PVT LTD	
1224	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DELTAPRIM 100MG TABLET by ZIMBABWE PHARMACEUTICALS HEALTHCARE	
1225	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ROVAS 20 20MG TABLET, COATED by INTAS PHARMACEUTICALS LTD	
1226	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VALOID PAEDIATRIC 12.5MG SYRUP by PHARMACARE LTD	
1227	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TRAMADOL 50MG INJECTABLE by BAXTER PHARMACEUTICALS INDIA PRIVATE LIMITED	
1228	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARUNAVIR 800MG TABLET, COATED by LAURUS LABS LIMITED	
1229	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEPLATT 75MG TABLET, COATED by TORRENT EXPORTS LTD	
1230	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MALASONE 12.5MG TABLET by CAPS PVT LTD	
1231	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEPO - MEDROL (1ML) 40MG INJECTABLE by PFIZER LABORATORIES (PTY) LTD	
1232	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	STATINOR 10 10MG TABLET, COATED by HETERO LABS LTD	
1233	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DERMAPAL - G& I 10G SOLUTION by PLUS FIVE PHARMACEUTICALS PVT LTD	
1234	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DERMAPAL - SSD CREAM 1G CREAM by PLUS FIVE PHARMACEUTICALS PVT LTD	
1235	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DERMAPAL - WHITFIELD'S OINTMENT 6G OINTMENT by PLUS FIVE PHARMACEUTICALS PVT LTD	
1236	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARUNAVIR 400MG TABLET, COATED by CIPLA LTD	
1237	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MALASONE 100MG TABLET by CAPS PVT LTD	
1238	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DERMAPAL - WINTERGREEN OINTMENT 50G OINTMENT by PLUS FIVE PHARMACEUTICALS PVT LTD	
1239	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEPO MEDROL 80MG INJECTABLE by PHARMACIA & UPJOHN	
1240	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	STATINOR 20 20MG TABLET, COATED by HETERO LABS LTD	
1241	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DESCOVY 25MG TABLET, COATED by GILEAD SCIENCES INC	
1242	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SILVADEX 1G CREAM by GALENTIC PHARMA (INDIA) PVT LTD	
1243	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DETTOL 4.8G SOLUTION by RECKITT BENCKISSER PHARMACEUTICALS PTY LTD	
1244	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARUNAVIR 600MG TABLET, COATED by CIPLA LTD	
1245	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	METHYL SALICYCATE OINTMENT BPC 50G OINTMENT by CAPS PVT LTD	
1246	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DESCOVY 200MG TABLET, COATED by GILEAD SCIENCES INC	
1247	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEULOKS 60 60MG CAPSULE by INNOVATA PHARMACEUTICALS LTD	
1248	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEPO-MEDROL (2ML) 40MG INJECTABLE by PFIZER LABORATORIES (PTY) LTD	
1249	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEVODIL 200 200MG TABLET by REMEDICA LTD	
1250	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEXACIP EYE DROPS 0.1G SOLUTION/DROPS by CIPLA LTD	
1251	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SILVER SULPHADIAZINE 1G CREAM by SK AGE EXPORTS	
1252	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DARUNAVIR 800MG TABLET, COATED by CIPLA LTD	
1253	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEXONE 0.5MG TABLET by CAPS PVT LTD	
1254	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DUELOKS 30 30MG CAPSULE by INNOVATA PHARMACEUTICALS LTD	
1255	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEXPURE 10MG TABLET, COATED by EMCURE PHARMACEUTICALS LTD	
1256	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIABEND 80MG TABLET by SKY PHARMACEUTICALS LTD	
1257	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIANE 35 0.035MG TABLET, COATED by BAYER (PTY) LTD	
1258	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EQUEMOTE 50MG CAPSULE by CAPS PVT LTD	
1259	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DURART 600 600MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
1260	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEXAMETHASONE SODIUM PHOSPHATE 4MG INJECTABLE by M. J. BIOPHARM (PVT) LTD	
1261	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIAZEPAM 5MG TABLET by WALLACE LABORATORIES PVT LTD	
1262	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	REXAZONE 8MG TABLET by HAEMPHARMA PTY LTD	
1263	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DICHLOR 50MG TABLET by IPCA LABORATORIES LTD	
1264	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIANE 35 2MG TABLET, COATED by BAYER (PTY) LTD	
1265	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	GLYCINORM-80 80MG TABLET by IPCA LABORATORIES LTD	
1266	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DURART 800 800MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
1267	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIDANOSINE 250MG CAPSULE by AUROBINDO PHARMA LIMITED	
1268	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIZAM 5MG TABLET by CAPS INTERNATIONAL EST	
1269	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIGESTIF RENNIE 80MG TABLET by BAYER (PTY) LTD	
1270	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DEXONE 5MG INJECTABLE by CAPS PVT LTD	
1271	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MAXIDEX 1MG SOLUTION/DROPS by NOVARTIS SOUTH AFRICA (PTY) LTD	
1272	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DICHLOR-12.5 12.5MG TABLET by IPCA LABORATORIES LTD	
1273	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIOVAN 80MG TABLET, COATED by NOVARTIS PHARMA STEIN AG	
1274	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	OZICLIDE MR 60MG TABLET by RANBAXY LAB LTD	
1275	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIGESTIF RENNIE 680MG TABLET by BAYER (PTY) LTD	
1276	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PREZISTA 75MG TABLET, COATED by JANSSEN-CILAG INTERNATIONAL NV	
1277	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIDNOSINE 400MG CAPSULE by AUROBINDO PHARMA LIMITED	
1278	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIPHENHYDRAMINE HYDROCHLORIDE 25MG TABLET by WALLACE LABORATORIES PVT LTD	
1279	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIZAM 10MG INJECTABLE by CAPS PVT LTD	
1280	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DICHLOR-25 25MG TABLET by IPCA LABORATORIES LIMITED	
1281	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SKY PHARM- VALSARTAN 80MG TABLET, COATED by ADVENTURA INVESTMENTS LIMITED	
1282	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIGESTIF RENNIE (SPEARMINT) 80MG TABLET by BAYER (PTY) LTD	
1283	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PREZISTA 150MG TABLET, COATED by JANSSEN-CILAG INTERNATIONAL NV	
1284	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOBUTAMINE FRESENIUS 250MG INJECTABLE by FRESENIUS KABI MANUFACTURING S.A PVT LTD,	
1285	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOLIO SABIN ONE AND THREE (ORAL) 10CCID VACCINE by GLAXOSMITHKLINE S.A (PTY) LTD	
1286	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOLUTEGRAVIR 50MG TABLET, COATED by CIPLA LTD	
1287	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG SYRUP by WALLACE LABORATORIES PVT LTD	
1288	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIGESTIF RENNIE (SPEARMINT) 680MG TABLET by BAYER (PTY) LTD	
1289	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SKY PHARM-VALSARTAN 160MG TABLET, COATED by ADVENTURA INVESTMENTS LIMITED	
1290	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOLUTEGRAVIR SODIUM 50MG TABLET, COATED by LAURUS LABS LIMITED	
1291	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PHARMA-Q DIAZEPAM 10MG INJECTABLE by PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS	
1292	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOLIO SABIN ONE AND THREE (ORAL) 10CCID VACCINE by GLAXOSMITHKLINE S.A (PTY) LTD	
1293	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PREZISTA 600MG TABLET, COATED by JANSSEN PHARMACEUTICA	
1294	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOMADOL PLUS 37.5MG CAPSULE by UNICHEM LABORATORIES LIMITED	
1295	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOLUTEGRAVIR 50MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
1296	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VALSAR 160 160MG TABLET, COATED by HETERO LABS LTD	
1297	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	INSTGRA 50MG TABLET, COATED by EMCURE PHARMACEUTICALS LTD	
1298	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOMSTAL 1MG SUSPENSION by TORRENT EXPORTS LTD	
1299	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOMADOL PLUS 325MG CAPSULE by UNICHEM LABORATORIES LIMITED	
1300	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PREZISTA 400MG TABLET, COATED by JANSSEN-CILAG INTERNATIONAL NV	
1301	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOPATAB M250 250MG TABLET, COATED by TANTURE INVESTMENTS	
1302	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DORMICUM 15MG TABLET, COATED by ROCHE PRODUCTS (PTY) LTD	
1303	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOXYCLIN 100MG CAPSULE by CAPS PVT LTD	
1304	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOXYCYCLINE 100MG TABLET, COATED by MACLEODS PHARMACEUTICALS LTD	
1305	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOLUTEGRAVIR (SODIUM) 50MG TABLET, COATED by SUN PHARMACEUTICAL INDUSTRIES LIMITED	
1306	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VASAR 80MG TABLET, COATED by HETERO LABS LTD	
1307	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOMSTAL 10MG TABLET by TORRENT PHARMACEUTICALS	
1308	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PARATRAM 37.5MG TABLET by NEW AVAKASH INTERNATIONAL	
1309	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	HYPOTENS 250MG TABLET, COATED by CAPS PVT LTD	
1310	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DUPHASTON 10MG TABLET, COATED by ABBOTT LABORATORIES SA (PTY) LTD	
1311	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MICRODOX 100MG CAPSULE by MICRO LABS LTD	
1312	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TIVICAY 25MG TABLET, COATED by GLAXOSMITHKLINE S.A (PTY) LTD	
1313	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DURO-TUSS 2MG LIQUID by INOVA PHARMACEUTICALS PTY LTD	
1314	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PARATRAM 325MG TABLET by NEW AVAKASH INTERNATIONAL	
1315	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DUSDATALIN 135MG TABLET by ABBOTT LABORATORIES SA (PTY) LTD	
1316	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DIOVAN 160MG TABLET by NOVARTIS PHARMA STEIN AG	
1317	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EAR DROPS 0.63G SOLUTION/DROPS by CAPS PVT LTD	
1318	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	HYPOTONE 250MG TABLET, COATED by PHARMACARE LIMITED	
1319	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DURO-TUSS 4MG LIQUID by INOVA PHARMACEUTICALS PTY LTD	
1320	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MOTILIUM 10MG TABLET, COATED by JANSSEN PHARMACEUTICA (PTY) LTD	
1321	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EAR DROPS 4.58G SOLUTION/DROPS by CAPS PVT LTD	
1322	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOLUTEGRAVIR 50MG TABLET by HETERO LABS LTD	
1323	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MEDI-VALSARTAN 80MG TABLET by NEW AVAKASH INTERNATIONAL	
1324	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ECONAZOLE NITRATE 1G POWDER by VARICHEM PHARMACEUTICALS (PVT) LTD	
1325	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EC-PRAM 10MG TABLET, COATED by HETERO LABS LTD	
1326	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TRADOL-P 37.5MG TABLET, COATED by VARICHEM PHARMACEUTICALS (PVT) LTD	
1327	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EAR DROPS 33.3G SOLUTION/DROPS by CAPS PVT LTD	
1328	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EDURANT 25MG TABLET, COATED by JANSSEN PHARMACEUTICA	
1329	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VOMITIN-30 30MG SUPPOSITORY by BLISS GVS PHARMA LIMITED	
1330	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOLUTEGRAVIR 50MG TABLET by MYLAN LABORATORIES LIMITED	
1331	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TRADOL-P 325MG TABLET, COATED by VARICHEM PHARMACEUTICALS (PVT) LTD	
1332	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR 200MG TABLET, COATED by HETERO LABS LTD	
1333	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MEDI-VALSARTAN 160MG TABLET by NEW AVAKASH INTERNATIONAL	
1334	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMERATE 300MG TABLET, COATED by CIPLA QUALITY CHEMICAL INDUSTRIES LIMITED	
1335	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR 300MG TABLET, COATED by HETERO LABS LTD	
1336	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMERATE 300MG TABLET, COATED by CIPLA QUALITY CHEMICAL INDUSTRIES LIMITED	
1337	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELIQUIS 2.5MG TABLET by PFIZER LABORATORIES (PTY) LTD	
1338	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELOVAC-B 20UG VACCINE by HUMAN BIOLOGICALS INSTITUTE	
1339	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TIVICAY 50MG TABLET by GLAXOSMITHKLINE S.A (PTY) LTD	
1340	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TRAMACET 37.5MG TABLET, COATED by JANSSEN PHARMACEUTICA (PTY) LTD	
1341	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELOVERA CREAM 0.5G CREAM by GLENMARK PHARMACEUTICALS LTD	
1342	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR 600MG TABLET, COATED by HETERO LABS LTD	
1343	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELTROXIN 50MCG TABLET by PHARMACARE LTD	
1344	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMERATE 600MG TABLET, COATED by CIPLA QUALITY CHEMICAL INDUSTRIES LIMITED	
1345	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELTROXIN 50MCG TABLET by PHARMACARE LTD	
1346	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TRAMACET 325MG TABLET, COATED by JANSSEN PHARMACEUTICA (PTY) LTD	
1347	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELTROXIN NEW FORMULATION 100MCG TABLET by PHARMACARE LTD	
1348	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELIQUIS 5 MG 5MG TABLET by PFIZER LABORATORIES (PTY) LTD	
1349	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELOVERA CREAM 105G CREAM by GLENMARK PHARMACEUTICALS LTD	
1350	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TIVICAY 10MG TABLET by GLAXOSMITHKLINE S.A (PTY) LTD	
1351	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMERATE 200MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
1352	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ELTROXIN 100MCG TABLET by PHARMACARE LTD	
1353	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EMISTOP 2MG INJECTABLE by BAXTER PHARMACEUTICALS INDIA PRIVATE LIMITED	
1354	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE 300MG TABLET by CIPLA LTD	
1355	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMERATE 300MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
1356	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EMTRICITABINE; TENOFOVIR  DISOPROXIL FUMARATE 200MG TABLET, COATED by HETERO DRUGS LTD	
1357	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENAPRIL 10 10MG TABLET by INTAS PHARMACEUTICALS LTD	
1358	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENAPRIL 5 5MG TABLET by INTAS PHARMACEUTICALS LTD	
1359	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE 300MG TABLET by CIPLA LTD	
1360	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENCIFER 100MG INJECTABLE by EMCURE PHARMACEUTICALS LTD	
1361	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENGERIX - B 20MCG VACCINE by GLAXOSMITHKLINE PLC	
1362	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMERATE 600MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
1363	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EMTRICITABINE; TENOFOVIR  DISOPROXIL FUMARATE 300MG TABLET, COATED by HETERO DRUGS LTD	
1364	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ONDI 2MG SOLUTION by SAKAR HEALTHCARE PVT LTD	
1365	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENSEDOL 10MG TABLET by PHARMANOVA PVT LTD	
1366	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENTAC 50MG SOLUTION by WMT PHARMACEUTICALS PVT LTD	
1367	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE 600MG TABLET by CIPLA LTD	
1368	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENVAS-10 10MG TABLET by CADILA PHARMACEUTICALS LTD	
1369	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENSEDOL 200MG TABLET by PHARMANOVA PVT LTD	
1370	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VIACE 20MG TABLET by VARICHEM PHARMACEUTICALS (PVT) LTD	
1371	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	HAEM UP INJECTION 20MG SOLUTION by CADILA PHARMACEUTICALS LIMITED	
1372	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	RICOVIR-EM 200MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
1373	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE 200MG TABLET by MYLAN LABORATORIES LIMITED	
1374	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ONSETT 4 4MG TABLET, COATED by CADILA PHARMACEUTICALS LIMITED	
1375	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENTECAVIR MONOHYDRATE 0.5MG TABLET, COATED by HETERO LABS LTD	
1376	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENSEDOL 250MG TABLET by PHARMANOVA PVT LTD	
1377	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	RANITIDINE 25MG INJECTABLE by KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD	
1378	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KORANDIL 10 10MG TABLET by REMEDICA LTD	
1379	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	RICOVIR-EM 300MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
1380	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE 300MG TABLET by MYLAN LABORATORIES LIMITED	
