code	name	created_at	updated_at
R49.8	Other voice and resonance disorders	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D57.1	Sickle-cell disease without crisis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R56.9	Unspecified convulsions	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K74.00	Hepatic fibrosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K22.10	Ulcer of esophagus without bleeding	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E11.620	Type 2 diabetes mellitus with diabetic dermatitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D74.9	Methemoglobinemia, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L02.92	Furuncle, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E05.90	Thyrotoxicosis, unspecified without thyrotoxic crisis or storm	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H10.30	Unspecified acute conjunctivitis, unspecified eye	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I38	Endocarditis, valve unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N28.82	Megaloureter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M87.9	Osteonecrosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K70.10	Alcoholic hepatitis without ascites	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F10.988	Alcohol use, unspecified with other alcohol-induced disorder	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R25.1	Tremor, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M77.9	Enthesopathy, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L56.4	Polymorphous light eruption	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F14.10	Cocaine abuse, uncomplicated	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C74.00	Malignant neoplasm of cortex of unspecified adrenal gland	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q43.0	Meckel's diverticulum (displaced) (hypertrophic)	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E83.39	Other disorders of phosphorus metabolism	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E07.9	Disorder of thyroid, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D24.9	Benign neoplasm of unspecified breast	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J69.0	Pneumonitis due to inhalation of food and vomit	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B34.9	Viral infection, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J94.2	Hemothorax	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B58.9	Toxoplasmosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
P70.1	Syndrome of infant of a diabetic mother	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I61.4	Nontraumatic intracerebral hemorrhage in cerebellum	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J18.9	Pneumonia, unspecified organism	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Y95	Nosocomial condition	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H10.409	Unspecified chronic conjunctivitis, unspecified eye	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M20.019	Mallet finger of unspecified finger(s)	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Y07.9	Unspecified perpetrator of maltreatment and neglect	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K83.3	Fistula of bile duct	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N36.2	Urethral caruncle	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H50.10	Unspecified exotropia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R09.02	Hypoxemia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G61.0	Guillain-Barre syndrome	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C67.9	Malignant neoplasm of bladder, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C61	Malignant neoplasm of prostate	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R81	Glycosuria	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R83.8	Other abnormal findings in cerebrospinal fluid	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C91.Z0	Other lymphoid leukemia not having achieved remission	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J45.909	Unspecified asthma, uncomplicated	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B35.6	Tinea cruris	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L81.7	Pigmented purpuric dermatosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D75.839	Thrombocytosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J84.10	Pulmonary fibrosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C16.9	Malignant neoplasm of stomach, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N39.43	Post-void dribbling	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M86.60	Other chronic osteomyelitis, unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C83.70	Burkitt lymphoma, unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K31.84	Gastroparesis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F41.0	Panic disorder [episodic paroxysmal anxiety]	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L98.8	Other specified disorders of the skin and subcutaneous tissue	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R23.1	Pallor	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N12	Tubulo-interstitial nephritis, not specified as acute or chronic	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S32.9XXA	Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S32.9XXB	Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for open fracture	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S32.9XXD	Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with routine healing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S32.9XXG	Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with delayed healing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S32.9XXK	Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with nonunion	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S32.9XXS	Fracture of unspecified parts of lumbosacral spine and pelvis, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G44.009	Cluster headache syndrome, unspecified, not intractable	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
O26.40	Herpes gestationis, unspecified trimester	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I37.9	Nonrheumatic pulmonary valve disorder, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G54.0	Brachial plexus disorders	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R45.851	Suicidal ideations	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G62.9	Polyneuropathy, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J80	Acute respiratory distress syndrome	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S27.813A	Laceration of esophagus (thoracic part), initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S27.813D	Laceration of esophagus (thoracic part), subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S27.813S	Laceration of esophagus (thoracic part), sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K59.00	Constipation, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H27.00	Aphakia, unspecified eye	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M79.2	Neuralgia and neuritis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K29.60	Other gastritis without bleeding	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A46	Erysipelas	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K13.79	Other lesions of oral mucosa	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I82.90	Acute embolism and thrombosis of unspecified vein	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I77.810	Thoracic aortic ectasia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N83.519	Torsion of ovary and ovarian pedicle, unspecified side	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K76.82	Hepatic encephalopathy	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q79.60	Ehlers-Danlos syndrome, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R09.01	Asphyxia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.209A	Fracture of unspecified tarsal bone(s) of unspecified foot, initial encounter for closed fracture	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.209B	Fracture of unspecified tarsal bone(s) of unspecified foot, initial encounter for open fracture	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.209D	Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with routine healing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.209G	Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with delayed healing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.209K	Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with nonunion	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.209P	Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with malunion	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.209S	Fracture of unspecified tarsal bone(s) of unspecified foot, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.009A	Unspecified fracture of unspecified calcaneus, initial encounter for closed fracture	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.009B	Unspecified fracture of unspecified calcaneus, initial encounter for open fracture	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.009D	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.009G	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with delayed healing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.009K	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with nonunion	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.009P	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with malunion	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S92.009S	Unspecified fracture of unspecified calcaneus, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G31.9	Degenerative disease of nervous system, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L60.3	Nail dystrophy	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F45.9	Somatoform disorder, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D35.1	Benign neoplasm of parathyroid gland	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H71.90	Unspecified cholesteatoma, unspecified ear	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B19.10	Unspecified viral hepatitis B without hepatic coma	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C64.9	Malignant neoplasm of unspecified kidney, except renal pelvis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N85.8	Other specified noninflammatory disorders of uterus	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E87.29	Other acidosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M72.4	Pseudosarcomatous fibromatosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B54	Unspecified malaria	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M21.619	Bunion of unspecified foot	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E83.52	Hypercalcemia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I21.4	Non-ST elevation (NSTEMI) myocardial infarction	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M86.9	Osteomyelitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L94.2	Calcinosis cutis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L43.2	Lichenoid drug reaction	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T50.905A	Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T50.905D	Adverse effect of unspecified drugs, medicaments and biological substances, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T50.905S	Adverse effect of unspecified drugs, medicaments and biological substances, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G25.5	Other chorea	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q75.8	Other specified congenital malformations of skull and face bones	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T81.590A	Other complications of foreign body accidentally left in body following surgical operation, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T81.590D	Other complications of foreign body accidentally left in body following surgical operation, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T81.590S	Other complications of foreign body accidentally left in body following surgical operation, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L30.2	Cutaneous autosensitization	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D59.5	Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E10.9	Type 1 diabetes mellitus without complications	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D89.1	Cryoglobulinemia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M25.50	Pain in unspecified joint	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A30.9	Leprosy, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A48.3	Toxic shock syndrome	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B95.8	Unspecified staphylococcus as the cause of diseases classified elsewhere	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S05.10XA	Contusion of eyeball and orbital tissues, unspecified eye, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S05.10XD	Contusion of eyeball and orbital tissues, unspecified eye, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S05.10XS	Contusion of eyeball and orbital tissues, unspecified eye, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H34.10	Central retinal artery occlusion, unspecified eye	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R37	Sexual dysfunction, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N92.6	Irregular menstruation, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q21.0	Ventricular septal defect	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E28.2	Polycystic ovarian syndrome	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N61.1	Abscess of the breast and nipple	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G12.29	Other motor neuron disease	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H25.9	Unspecified age-related cataract	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K81.0	Acute cholecystitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S06.0X0A	Concussion without loss of consciousness, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S06.0X0D	Concussion without loss of consciousness, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S06.0X0S	Concussion without loss of consciousness, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N48.6	Induration penis plastica	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R07.89	Other chest pain	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E63.9	Nutritional deficiency, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H40.9	Unspecified glaucoma	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K21.9	Gastro-esophageal reflux disease without esophagitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K13.21	Leukoplakia of oral mucosa, including tongue	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M43.6	Torticollis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L50.9	Urticaria, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q61.02	Congenital multiple renal cysts	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F63.3	Trichotillomania	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L28.1	Prurigo nodularis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H35.109	Retinopathy of prematurity, unspecified, unspecified eye	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D57.00	Hb-SS disease with crisis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R56.00	Simple febrile convulsions	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D47.1	Chronic myeloproliferative disease	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B05.9	Measles without complication	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M32.9	Systemic lupus erythematosus, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I12.9	Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G57.60	Lesion of plantar nerve, unspecified lower limb	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N01.9	Rapidly progressive nephritic syndrome with unspecified morphologic changes	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L82.0	Inflamed seborrheic keratosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L50.8	Other urticaria	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q01.9	Encephalocele, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R09.81	Nasal congestion	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K57.90	Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K57.10	Diverticulosis of small intestine without perforation or abscess without bleeding	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D80.1	Nonfamilial hypogammaglobulinemia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R19.4	Change in bowel habit	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D63.8	Anemia in other chronic diseases classified elsewhere	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D3A.098	Benign carcinoid tumors of other sites	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L91.8	Other hypertrophic disorders of the skin	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D47.01	Cutaneous mastocytosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R23.3	Spontaneous ecchymoses	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K26.5	Chronic or unspecified duodenal ulcer with perforation	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
O36.8990	Maternal care for other specified fetal problems, unspecified trimester, not applicable or unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N28.85	Pyeloureteritis cystica	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M54.30	Sciatica, unspecified side	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K25.9	Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H91.90	Unspecified hearing loss, unspecified ear	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K13.70	Unspecified lesions of oral mucosa	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D56.9	Thalassemia, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D53.1	Other megaloblastic anemias, not elsewhere classified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R53.82	Chronic fatigue, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G91.9	Hydrocephalus, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L51.2	Toxic epidermal necrolysis [Lyell]	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I24.1	Dressler's syndrome	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I73.00	Raynaud's syndrome without gangrene	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D07.4	Carcinoma in situ of penis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I31.4	Cardiac tamponade	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q39.0	Atresia of esophagus without fistula	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S04.019A	Injury of optic nerve, unspecified eye, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S04.019D	Injury of optic nerve, unspecified eye, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S04.019S	Injury of optic nerve, unspecified eye, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N73.9	Female pelvic inflammatory disease, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M41.9	Scoliosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M89.40	Other hypertrophic osteoarthropathy, unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E66.3	Overweight	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M25.539	Pain in unspecified wrist	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S93.519A	Sprain of interphalangeal joint of unspecified toe(s), initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S93.519D	Sprain of interphalangeal joint of unspecified toe(s), subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S93.519S	Sprain of interphalangeal joint of unspecified toe(s), sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J42	Unspecified chronic bronchitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N81.4	Uterovaginal prolapse, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I77.3	Arterial fibromuscular dysplasia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K74.60	Unspecified cirrhosis of liver	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K05.30	Chronic periodontitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R94.5	Abnormal results of liver function studies	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q61.3	Polycystic kidney, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F31.30	Bipolar disorder, current episode depressed, mild or moderate severity, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D48.9	Neoplasm of uncertain behavior, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I26.99	Other pulmonary embolism without acute cor pulmonale	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q85.00	Neurofibromatosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K57.32	Diverticulitis of large intestine without perforation or abscess without bleeding	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L90.8	Other atrophic disorders of skin	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B19.20	Unspecified viral hepatitis C without hepatic coma	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L94.9	Localized connective tissue disorder, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I47.21	Torsades de pointes	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Z22.7	Latent tuberculosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E73.9	Lactose intolerance, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A53.9	Syphilis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M40.209	Unspecified kyphosis, site unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A54.9	Gonococcal infection, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L55.0	Sunburn of first degree	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R06.3	Periodic breathing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D89.813	Graft-versus-host disease, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
