id	created_at	updated_at	drug_id	form	routes	strength_numerators	strength_numerator_unit	strength_denominator	strength_denominator_unit
385	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	244	TABLET, COATED	{ORAL}	{500}	MG	1	TABLET
386	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	245	CAPSULE	{ORAL,RECTAL,VAGINAL}	{50}	MG	1	CAPSULE
387	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	246	CAPSULE	{ORAL}	{150,300,400}	MG	1	CAPSULE
388	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	247	TABLET, COATED	{ORAL}	{5,10,20}	MG	1	TABLET
389	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	248	TABLET, COATED	{ORAL}	{125}	MG	1	TABLET
390	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	245	CAPSULE	{ORAL}	{50}	MG	1	CAPSULE
391	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	249	POWDER/INJECTABLE	{INJECTION}	{0.5,4}	G	1	INJECTION
392	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	250	TABLET, COATED	{ORAL}	{150}	MG	1	TABLET
393	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	251	CREAM	{TOPICAL}	{0.05}	G	100	G
394	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	252	TABLET	{ORAL}	{50}	MG	1	TABLET
395	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	244	POWDER, FOR SUSPENSION	{ORAL}	{200}	MG	5	ML
396	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	253	INJECTABLE	{INJECTION}	{0.1}	G	1	ML
397	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	254	SUSPENSION	{ORAL,INJECTION}	{10,40}	MG	5	ML
398	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	255	CAPSULE	{ORAL}	{250}	MG	1	CAPSULE
399	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	256	INJECTABLE	{INJECTION}	{1}	MG	1	INJECTION
400	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	257	GRANULE, FOR SUSPENSION	{ORAL}	{125}	MG	5	ML
401	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	258	INJECTABLE	{INJECTION}	{150}	MG	1	ML
402	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	244	INJECTABLE	"{""IV (INFUSION)""}"	{500}	MG	1	INFUSION
403	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	252	SUPPOSITORY	{RECTAL}	{50,100}	MG	1	SUPPOSITORY
404	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	245	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{50}	MG	1	ML
405	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	253	TABLET	{ORAL}	{0.5}	G	1	TABLET
406	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	245	INJECTABLE	{INJECTION}	{50}	MG	1	ML
407	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	259	TABLET, COATED	{ORAL}	{30,60}	MG	1	TABLET
408	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	260	SOLUTION	{INFUSION}	{2.57,3.96,5.84}	G	1	INFUSION
409	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	261	TABLET, COATED	{ORAL}	{75,150,400,600,800}	MG	1	TABLET
410	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	262	TABLET, COATED	{ORAL}	{50,400}	MG	1	TABLET
411	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	263	CAPSULE	{ORAL}	{20}	MG	1	CAPSULE
412	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	264	TROCHE/LOZENGE	{ORAL}	{0.25,2.5}	MG	1	LOZENGE
413	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	252	SYRUP	{ORAL}	{12.5}	MG	1	ML
414	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	265	TABLET	{ORAL}	{12.5,100}	MG	1	TABLET
415	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	245	INJECTABLE	"{""INJECTION, AMPOULE""}"	{50}	MG	1	ML
416	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	266	TABLET, COATED	{ORAL}	{75}	MG	1	TABLET
417	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	267	INJECTABLE	{INJECTION}	{40,80}	MG	1	ML
418	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	268	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{10}	G	100	G
419	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	269	CREAM	{TOPICAL}	{1}	G	100	G
420	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	270	OINTMENT	{TOPICAL}	{6}	G	100	G
421	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	271	OINTMENT	{TOPICAL}	{50}	G	100	G
422	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	272	TABLET, COATED	{ORAL}	{25,200}	MG	1	TABLET
423	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	273	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{4.8}	G	100	ML
424	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	274	CAPSULE	{ORAL}	{30,60}	MG	1	CAPSULE
425	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	275	TABLET	{ORAL}	{200}	MG	1	TABLET
426	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	276	SOLUTION/DROPS	{OPHTHALMIC}	{0.1}	G	100	ML
427	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	277	TABLET	{ORAL}	{0.5,8}	MG	1	TABLET
428	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	278	TABLET, COATED	{ORAL}	{10}	MG	1	TABLET
429	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	279	TABLET	{ORAL}	{60,80}	MG	1	TABLET
430	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	280	TABLET, COATED	{ORAL}	{0.035,2}	MG	1	TABLET
431	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	275	CAPSULE	{ORAL}	{50}	MG	1	CAPSULE
432	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	281	TABLET	{ORAL}	{5}	MG	1	TABLET
433	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	276	INJECTABLE	"{""INJECTION, AMPOULE""}"	{4}	MG	1	ML
434	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	282	TABLET	{ORAL}	{12.5,25,50}	MG	1	TABLET
435	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	283	CAPSULE	{ORAL}	{250,400}	MG	1	CAPSULE
436	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	277	SOLUTION/DROPS	{OPHTHALMIC}	{1}	MG	1	ML
437	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	276	INJECTABLE	{INJECTION}	{5}	MG	1	ML
438	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	284	TABLET	{ORAL}	{80,680}	MG	1	TABLET
439	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	285	TABLET, COATED	{ORAL}	{80,160}	MG	1	TABLET
440	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	286	TABLET	{ORAL}	{25}	MG	1	TABLET
441	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	281	INJECTABLE	{INJECTION}	{10}	MG	2	ML
442	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	287	INJECTABLE	{INJECTION}	{250}	MG	20	ML
443	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	288	VACCINE	{ORAL,INJECTION}	{10}	CCID	1	VACCINE
444	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	286	SYRUP	{ORAL}	{12.5}	MG	5	ML
445	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	281	INJECTABLE	"{""INJECTION, AMPOULE""}"	{10}	MG	2	ML
446	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	289	TABLET, COATED	{ORAL}	{25,50}	MG	1	TABLET
447	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	290	TABLET, COATED	{ORAL}	{50}	MG	1	TABLET
448	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	291	CAPSULE	{ORAL}	{37.5,325}	MG	1	CAPSULE
449	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	292	SUSPENSION	{ORAL,INJECTION}	{1}	MG	1	ML
450	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	293	TABLET, COATED	{ORAL}	{250}	MG	1	TABLET
451	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	291	TABLET	{ORAL}	{37.5,325}	MG	1	TABLET
452	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	294	TABLET, COATED	{ORAL}	{15}	MG	1	TABLET
453	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	295	CAPSULE	{ORAL}	{100}	MG	1	CAPSULE
454	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	296	TABLET, COATED	{ORAL}	{100}	MG	1	TABLET
455	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	292	TABLET	{ORAL}	{10}	MG	1	TABLET
456	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	297	TABLET, COATED	{ORAL}	{10}	MG	1	TABLET
457	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	285	TABLET	{ORAL}	{80,160}	MG	1	TABLET
458	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	298	LIQUID	{ORAL}	{2,4}	MG	5	ML
459	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	291	TABLET, COATED	{ORAL}	{37.5,325}	MG	1	TABLET
460	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	292	TABLET, COATED	{ORAL}	{10}	MG	1	TABLET
461	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	289	TABLET	{ORAL}	{50}	MG	1	TABLET
462	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	299	TABLET	{ORAL}	{135}	MG	1	TABLET
463	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	300	SOLUTION/DROPS	{OTIC}	{0.63,4.58,33.3}	G	100	G
464	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	301	POWDER	{ORAL}	{1}	G	100	G
465	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	302	TABLET, COATED	{ORAL}	{10}	MG	1	TABLET
466	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	303	TABLET, COATED	{ORAL}	{25}	MG	1	TABLET
467	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	292	SUPPOSITORY	{RECTAL}	{30}	MG	1	SUPPOSITORY
468	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	304	TABLET, COATED	{ORAL}	{200,300,600}	MG	1	TABLET
469	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	305	TABLET, COATED	{ORAL}	{300,600}	MG	1	TABLET
470	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	306	TABLET	{ORAL}	{2.5,5}	MG	1	TABLET
471	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	307	VACCINE	{ORAL,INJECTION}	{20}	UG	1	ML
472	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	308	CREAM	{TOPICAL}	{0.5,105}	G	100	G
473	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	309	TABLET	{ORAL}	{50,100}	MCG	1	TABLET
474	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	289	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{10}	MG	1	TABLET
475	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	310	TABLET	{ORAL}	{50}	MCG	1	TABLET
476	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	311	TABLET	{ORAL}	{100}	MCG	1	TABLET
477	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	312	INJECTABLE	"{""INJECTION, AMPOULE""}"	{2}	MG	1	ML
478	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	304	TABLET	{ORAL}	{200,300,600}	MG	1	TABLET
479	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	305	TABLET	{ORAL}	{300,600}	MG	1	TABLET
480	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	313	TABLET, COATED	{ORAL}	{200,245,300}	MG	1	TABLET
481	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	314	TABLET	{ORAL}	{10}	MG	1	TABLET
482	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	312	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{2}	MG	1	ML
483	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	315	TABLET	{ORAL}	{5,10,20}	MG	1	TABLET
484	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	316	INJECTABLE	{INJECTION}	{100}	MG	1	INJECTION
485	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	317	VACCINE	{ORAL,INJECTION}	{20}	MCG	1	ML
486	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	318	TABLET	{ORAL}	{10,200,250}	MG	1	TABLET
487	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	319	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{50}	MG	2	ML
488	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	320	TABLET, COATED	{ORAL}	{0.5,1}	MG	1	TABLET
489	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	314	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{20}	MG	1	TABLET
490	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	312	TABLET, COATED	{ORAL}	{4,8}	MG	1	TABLET
491	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	316	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{20}	MG	1	ML
492	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	318	CAPSULE	{ORAL}	{10,200,250}	MG	1	CAPSULE
493	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	319	INJECTABLE	{INJECTION}	{25}	MG	1	ML
494	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	321	CAPSULE	{ORAL}	{100}	MG	1	CAPSULE
495	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	316	SOLUTION	{INJECTION}	{20}	MG	1	ML
496	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	313	TABLET	{ORAL}	{200,300}	MG	1	TABLET
497	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	322	INJECTABLE	{INJECTION}	{30}	MG	1	ML
498	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	319	TABLET, COATED	{ORAL}	{150}	MG	1	TABLET
499	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	323	TABLET	{ORAL}	{25,50,100}	MG	1	TABLET
500	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	324	TABLET, COATED	{ORAL}	{25,50}	MG	1	TABLET
501	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	321	TABLET, COATED	{ORAL}	{100}	MG	1	TABLET
502	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	325	GRANULE, FOR SUSPENSION	{ORAL}	{125}	MG	5	ML
503	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	326	CAPSULE	{ORAL}	{250}	MG	1	CAPSULE
504	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	322	SOLUTION/DROPS	{NASAL}	{0.5}	G	100	ML
505	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	327	GRANULE, FOR SUSPENSION	{ORAL}	{125,250}	MG	5	ML
506	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	325	CAPSULE	{ORAL}	{250}	MG	1	CAPSULE
507	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	328	CAPSULE	{ORAL}	{250}	MG	1	CAPSULE
508	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	319	TABLET	{ORAL}	{150,300}	MG	1	TABLET
509	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	315	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{10}	MG	1	TABLET
510	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	329	TABLET, COATED	{ORAL}	{20,40}	MG	1	TABLET
511	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	326	TABLET, COATED	{ORAL}	{250,500}	MG	1	TABLET
512	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	330	TABLET, COATED	{ORAL}	{0.3,0.625,1.25}	MG	1	TABLET
513	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	328	SUSPENSION	{ORAL}	{125}	MG	5	ML
514	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	331	TABLET, COATED	{ORAL}	{100,400}	MG	1	TABLET
515	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	332	TABLET, COATED	{ORAL}	{75,150,275,400}	MG	1	TABLET
516	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	333	TABLET, COATED	{ORAL}	{250}	MG	1	TABLET
517	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	334	TABLET, COATED	{ORAL}	{30,60,90,120}	MG	1	TABLET
518	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	335	TABLET, COATED	{ORAL}	{400}	MG	1	TABLET
519	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	336	GRANULE, FOR SUSPENSION	{ORAL}	{125}	MG	5	ML
520	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	337	TABLET, COATED	{ORAL}	{25}	MG	1	TABLET
521	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	331	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{100}	MG	1	TABLET
522	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	338	TABLET, COATED	{ORAL}	{5,10,80,160}	MG	1	TABLET
523	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	339	TABLET	{ORAL}	{5,10,12.5,160}	MG	1	TABLET
524	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	330	CREAM	{TOPICAL,VAGINAL,RECTAL}	{0.625}	MG	1	G
525	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	340	TABLET	{ORAL}	{0.5}	MG	1	TABLET
526	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	331	TABLET	{ORAL}	{400}	MG	1	TABLET
527	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	341	TABLET, COATED	{ORAL}	{0.075}	MG	1	TABLET
528	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	342	TABLET	{ORAL}	{350,500,100000}	MCG	1	TABLET
529	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	343	TABLET, COATED	{ORAL}	{2.5,5}	MG	1	TABLET
530	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	341	TABLET	{ORAL}	{0.075}	MG	1	TABLET
531	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	339	TABLET, COATED	{ORAL}	{5,10,25,160,320}	MG	1	TABLET
532	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	344	TABLET, COATED	{ORAL}	{2.5}	MG	1	TABLET
533	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	345	INJECTABLE	{INJECTION}	{100}	MCG	2	ML
534	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	346	SYRUP	{ORAL}	{5,10000,50000}	MCG	5	ML
535	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	347	TABLET, COATED	{ORAL}	{200}	MG	1	TABLET
536	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	348	TABLET, COATED	{ORAL}	{2.5,200}	MG	1	TABLET
537	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	349	INJECTABLE	{INJECTION}	{50}	MG	1	ML
538	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	350	SOLUTION	{INFUSION}	{150}	MG	1	ML
539	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	351	GRANULE, FOR SUSPENSION	{ORAL}	{125}	MG	5	ML
540	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	352	CAPSULE	{ORAL}	{50,150,200}	MG	1	CAPSULE
541	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	353	SYRUP	{ORAL}	{2}	MG	5	ML
542	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	354	TABLET	{ORAL}	{2,10,500}	MG	1	TABLET
543	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	350	TABLET, COATED	{ORAL}	{600}	MG	1	TABLET
544	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	355	CAPSULE	{ORAL}	{5,10,400}	MG	1	CAPSULE
545	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	356	SUSPENSION/DROPS	{OPHTHALMIC}	{5}	MG	1	ML
546	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	357	TABLET	{ORAL}	{5}	MG	1	TABLET
547	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	358	LIQUID	{ORAL}	{100}	G	100	G
548	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	359	TABLET, COATED	{ORAL}	{5,10}	MG	1	TABLET
549	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	353	TABLET	{ORAL}	{2,10,500}	MG	1	TABLET
550	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	360	LIQUID	{ORAL}	{9,24}	G	150	ML
551	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	358	INHALATION	{INHALATION}	{100}	G	100	ML
552	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	361	INJECTABLE	{INJECTION}	{5000}	IU	0.2	ML
553	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	362	INJECTABLE	"{""IV (INFUSION)""}"	{1}	W	1	V
554	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	363	INJECTABLE	{INJECTION}	{0.6,6}	MG	1	ML
555	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	364	CREAM	{TOPICAL}	{5}	G	100	G
556	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	365	TABLET, COATED	{ORAL}	{2,4}	MG	1	TABLET
557	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	366	TABLET, COATED	{ORAL}	{6,8}	MG	1	TABLET
558	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	367	CAPSULE	{ORAL}	{300}	MG	1	CAPSULE
559	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	368	TABLET, COATED	{ORAL}	{50}	MG	1	TABLET
560	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	352	TABLET	{ORAL}	{50,200}	MG	1	TABLET
561	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	369	TABLET, COATED	{ORAL}	{50,500,850,1000}	MG	1	TABLET
562	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	370	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{1}	G	100	G
563	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	371	INJECTABLE	{INJECTION}	{20,40}	MG	1	INJECTION
564	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	372	TABLET	{ORAL}	{1.75,8,17.5,325}	MG	1	TABLET
565	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	373	SUSPENSION	{ORAL,INJECTION}	{160,267,500}	MG	5	ML
566	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	366	SOLUTION	{INJECTION}	{420}	MG	14	ML
567	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	374	TABLET, COATED	{ORAL}	{106.5,187.5,250}	MG	1	TABLET
568	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	375	LIQUID	{ORAL}	{0.5,0.95,1.75,5}	MG	1	ML
569	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	376	TABLET	{ORAL}	{0.25}	MG	1	TABLET
570	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	377	LINCTUS	{ORAL}	{33.33,100}	G	100	G
571	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	378	INJECTABLE	"{""IV (INFUSION)""}"	{4}	G	100	ML
572	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	379	SOLUTION	{INJECTION}	{20,80}	MG	2	ML
573	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	380	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{0.5,1}	G	100	G
574	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	381	SHAMPOO	{TOPICAL}	{1}	G	100	G
575	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	382	TABLET	{ORAL}	{5}	MG	1	TABLET
576	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	383	TABLET, COATED	{ORAL}	{10}	MG	1	TABLET
