id	created_at	updated_at	trade_name	applicant_name	manufacturer_name	strength_numerators	medication_id	consumable_id
1026	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOMSTAL	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{1}	449	1027
1027	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOLUTEGRAVIR	AUROBINDO PHARMA LIMITED	AUROBINDO PHARMA LTD JEDCHERLA INDIA	{50}	444	1028
1028	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	INSTGRA	EMCURE PHARMACEUTICALS LTD	EMCURE PHARMACEUTICALS LTD PUNE INDIA	{50}	446	1029
1029	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VALSAR 160	HETERO LABS LTD	HETERO LABS LTD MAHABOOBNARGAR INDIA	{160}	439	1030
1030	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOPATAB M250	TANTURE INVESTMENTS	HOVID SDN BDH PERAK MALAYSIA	{250}	450	1031
1031	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DORMICUM	ROCHE PRODUCTS (PTY) LTD	HOFFMAN LA ROCHE BASLE SWITZERLAND	{15}	451	1032
1032	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOLUTEGRAVIR (SODIUM)	SUN PHARMACEUTICAL INDUSTRIES LIMITED	SUN PHARMACEUTICAL INDUSTRIES LIMITED PAONTA SAHIB INDIA	{50}	444	1033
1033	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOXYCLIN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{100}	452	1034
1034	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VASAR	HETERO LABS LTD	HETERO LABS LTD MAHABOOBNARGAR INDIA	{80}	439	1035
1035	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PARATRAM	NEW AVAKASH INTERNATIONAL	ATHENA DRUG DELIVERY SOLUTIONS AMBERNATH (W) INDIA	{37.5,325}	453	1036
1036	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOMSTAL	TORRENT PHARMACEUTICALS	TORRENT PHARMACEUTICALS AHMEDABAD INDIA	{10}	454	1037
1037	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOXYCYCLINE	MACLEODS PHARMACEUTICALS LTD	MACLEODS PHARMACEUTICALS LTD  	{100}	455	1038
1038	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DUPHASTON	ABBOTT LABORATORIES SA (PTY) LTD	ABBOTT BIOLOGICALS PRIVATE LIMITED OLST NETHERLANDS	{10}	456	1039
1039	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	HYPOTENS	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{250}	450	1040
1040	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TIVICAY	GLAXOSMITHKLINE S.A (PTY) LTD	GLAXO WELLCOME OPERATIONS HERTFORDSHIRE UK;  GLAXO WELCOME S.A BURGOS SPAIN	{25}	444	1041
1041	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MICRODOX	MICRO LABS LTD	MICRO LABS LTD HOSUR INDIA	{100}	452	1042
1042	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DURO-TUSS	INOVA PHARMACEUTICALS PTY LTD	INOVA PHARMACEUTICALS  PTY LTD SYDNEY AUSTRALIA;  PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA;  ENSIGN LABORATIES LTD MELBOURNE AUSTRALIA	{2,4}	457	1043
1043	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DIOVAN	NOVARTIS PHARMA STEIN AG	NOVARTIS PHARMA STEIN AG STEIN SWITZERLAND	{160}	458	1044
1044	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TRADOL-P	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{37.5,325}	459	1045
1045	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MOTILIUM	JANSSEN PHARMACEUTICA (PTY) LTD	SPECPHARM (PTY) LTD MIDRAND SOUTH AFRICA;  JANSSEN-CILAG S.A  FRANCE	{10}	460	1046
1046	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	HYPOTONE	PHARMACARE LIMITED	LENNON LTD PORT ELIZABETH SOUTH AFRICA	{250}	450	1047
1047	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DUSDATALIN	ABBOTT LABORATORIES SA (PTY) LTD	MYLAN LABOROTORIES CHATILLON-SUR-CHALARONNE FRANCE	{135}	461	1048
1048	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOLUTEGRAVIR	HETERO LABS LTD	HETERO DRUGS LTD JADCHERLA INDIA	{50}	462	1049
1049	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EAR DROPS	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{0.63,4.58,33.3}	463	1050
1050	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MEDI-VALSARTAN	NEW AVAKASH INTERNATIONAL	JUBILANT GENERIC LIMITED UTTARAKHAD INDIA	{80}	458	1051
1051	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TRAMACET	JANSSEN PHARMACEUTICA (PTY) LTD	JANSSEN ORTHO LLC GURABO PUERTO RICO	{37.5,325}	459	1052
1052	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ECONAZOLE NITRATE	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{1}	464	1053
1053	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EC-PRAM	HETERO LABS LTD	HETERO LABS LTD, ANDHRA PRADESH INDIA	{10}	465	1054
1054	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EDURANT	JANSSEN PHARMACEUTICA	JANSSEN-CILAG SPA LATINA ITALY;  ASPEN SVP PTY LTD PORT ELIZABETH SOUTH AFRICA	{25}	466	1055
1055	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VOMITIN-30	BLISS GVS PHARMA LIMITED	BLISS GVS PHARMA LIMITED MUMBAI INDIA	{30}	467	1056
1056	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DOLUTEGRAVIR	MYLAN LABORATORIES LIMITED	MYLAN LABORATORIES LIMITED BAVLA INDIA	{50}	462	1057
1057	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MEDI-VALSARTAN	NEW AVAKASH INTERNATIONAL	JUBILANT GENERIC LIMITED UTTARAKHAD INDIA	{160}	458	1058
1058	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR	HETERO LABS LTD	HETERO LABS LTD, ANDHRA PRADESH INDIA	{200,300,600}	468	1059
1059	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EFAVIRENZ; LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMERATE	CIPLA QUALITY CHEMICAL INDUSTRIES LIMITED	CIPLA QUALITY CHEMICAL INDUSTRIES LIMITED KAMPALA UGANDA	{300,300,600}	469	1060
1060	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TIVICAY	GLAXOSMITHKLINE S.A (PTY) LTD	GLAXO WELLCOME OPERATIONS HERTFORDSHIRE UK;  GLAXO WELCOME S.A BURGOS SPAIN	{50}	462	1061
1061	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ELIQUIS	PFIZER LABORATORIES (PTY) LTD	BRISTOL-MYERS SQUIBB EVANSVILLE INDIANA USA;  BRISTOL-MYERS SQUAIBB COMPANY NEW JERSEY USA	{2.5}	470	1062
1062	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ELOVAC-B	HUMAN BIOLOGICALS INSTITUTE	HUMAN BIOLOGICS INSTITUTE, INDIAN IMMUNOLOGICALS LIMITED HYDERABAD INDIA	{20}	471	1063
1063	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ELOVERA CREAM	GLENMARK PHARMACEUTICALS LTD	GLENMARK PHARMACEUTICALS LTD NASIK INDIA	{0.5,105}	472	1064
1064	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMERATE	AUROBINDO PHARMA LIMITED	AUROBINDO PRADESH INDIA	{200,300,600}	468	1065
1065	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ELTROXIN	PHARMACARE LTD	GLAXOSMITHKLINE SOUTH AFRICA (PTY) LTD CAPE TOWN SOUTH AFRICA;  ASPEN BAD OLDESLOE GMBH  ; CO., INDUSTRIESSTAS BAD OLDESLOE GERMANY	{50}	473	1066
1066	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ELTROXIN	PHARMACARE LTD	ASPEN BAD OLDESLOE GMBH BAD OLDESLOE GERMANY	{50}	474	1067
1067	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ELTROXIN NEW FORMULATION	PHARMACARE LTD	ASPEN BAD OLDESLOE GMBH BAD OLDESLOE GERMANY	{100}	475	1068
1068	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE	CIPLA LTD	CIPLA LTD MAHAD INDIA;  CIPLA LIMITED (GOA UNIT VII) GOA INDIA	{300,300,600}	476	1069
1069	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ELIQUIS 5 MG	PFIZER LABORATORIES (PTY) LTD	BRISTOL-MYERS SQUAIBB COMPANY NEW JERSEY USA	{5}	470	1070
1070	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EMISTOP	BAXTER PHARMACEUTICALS INDIA PRIVATE LIMITED	BAXTER PHARMACEUTICALS INDIA PRIVATE LIMITED AHMEDABAD INDIA	{2}	477	1071
1071	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TIVICAY	GLAXOSMITHKLINE S.A (PTY) LTD	GLAXO WELLCOME OPERATIONS HERTFORDSHIRE UK;  GLAXO WELCOME S.A BURGOS SPAIN	{10}	478	1072
1072	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ELTROXIN	PHARMACARE LTD	GLAXOSMITHKLINE SOUTH AFRICA (PTY) LTD CAPE TOWN SOUTH AFRICA;  ASPEN BAD OLDESLOE GMBH  ; CO., INDUSTRIESSTAS BAD OLDESLOE GERMANY	{100}	473	1073
1073	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE	MYLAN LABORATORIES LIMITED	MYLAN LABORATORIES LTD SINNAR INDIA	{200,300,600}	479	1074
1074	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EMTRICITABINE; TENOFOVIR  DISOPROXIL FUMARATE	HETERO DRUGS LTD	HETERO DRUGS LTD HYDERABAD INDIA	{200,300}	480	1075
1075	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENAPRIL 10	INTAS PHARMACEUTICALS LTD	INTAS PHARMACEUTICALS LTD AHMEDABAD INDIA	{10}	481	1076
1076	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENAPRIL 5	INTAS PHARMACEUTICALS LTD	INTAS PHARMACEUTICALS LTD AHMEDABAD INDIA	{5}	482	1077
1077	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ONDI	SAKAR HEALTHCARE PVT LTD	SAKAR HEALTHCARE PVT LTD AHMEDABAD INDIA	{2}	483	1078
1078	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENCIFER	EMCURE PHARMACEUTICALS LTD	EMCURE PHARMACEUTICALS LTD PUNE INDIA	{100}	484	1079
1079	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EFAVIRENZ; EMTRICITABINE;TENOFOVIR DISOPROXIL FUMARATE	MACLEODS PHARMACEUTICALS LTD	MACLEODS PHARMACEUTICALS LTD DAMAN INDIA	{200,300,600}	479	1080
1080	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENGERIX - B	GLAXOSMITHKLINE PLC	GLAXOSMITHKLINE  BIOLOGICALS RIXENSART BELGIUM;  GLAXOSMITHKLINE BIOLOGICALS S. A. WAVRE BELGIUM;  GLAXOSMITHKLINE BILOGICALS, BRANCH OF SMITHKLINE BEECHAM PHARMA GMBH  DRESDEN GERMANY	{20}	485	1081
1081	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENSEDOL	PHARMANOVA PVT LTD	PHARMANOVA PVT LTD HARARE ZIMBABWE	{10,200,250}	486	1082
1082	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RICOVIR-EM	MYLAN LABORATORIES LIMITED	MYLAN LABORATORIES LTD SINNAR INDIA;  MYLAN LABORATORIES LIMITED BAVLA INDIA	{200,300}	480	1083
1083	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENTAC	WMT PHARMACEUTICALS PVT LTD	NEON LABORATORIES LIMITED PALGHAR INDIA	{50}	487	1084
1084	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENTECAVIR MONOHYDRATE	HETERO LABS LTD	HETERO LABS LIMITED JADCHERLA MANDAL INDIA	{0.5}	488	1085
1085	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENVAS-10	CADILA PHARMACEUTICALS LTD	CADILA PHARMACEUTICALS LTD AHMEDABAD INDIA	{10}	482	1086
1086	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VIACE	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{20}	489	1087
1087	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TENOFOVIR DISOPROXIL FUMURATE; EMITRICITABINE; EFAVIRENZ	STRIDES ARCOLAB LTD	STRIDES ARCOLAB LTD BANGALORE INDIA	{200,300,600}	479	1088
1088	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ONSETT 4	CADILA PHARMACEUTICALS LIMITED	CADILA PHARMACEUTICALS LIMITED AHMEDABAD INDIA	{4}	490	1089
1089	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TENVIR EM	CIPLA LTD	CIPLA LTD  INDIA	{200,300}	480	1090
1090	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	HAEM UP INJECTION	CADILA PHARMACEUTICALS LIMITED	CADILA PHARMACEUTICALS LIMITED AHMEDABAD INDIA	{20}	491	1091
1091	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ENTECAVIR MONOHYDRATE	HETERO LABS LTD	HETERO DRUGS LTD JADCHERLA INDIA	{1}	488	1092
1092	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MYPRODOL	ADCOCK INGRAM LIMITED	ADCOCK INGRAM LIMITED BANGALORE INDIA;  DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{10,200,250}	492	1093
1093	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	KORANDIL 10	REMEDICA LTD	REMEDICA LTD LIMASSOL CYPRUS	{10}	482	1094
1094	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TRIVENZ	ADCOCK INGRAM LIMITED	HETERO LABS LTD, ANDHRA PRADESH INDIA	{300,300,600}	479	1095
1095	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPANUTIN	PFIZER LABS PTY LTD	WARNER-LAMBERT INC.  PUERTO RICO;  WARNER-LAMBERT R.S.A.(PTY) LTD CAPE TOWN SOUTH AFRICA	{100}	493	1096
1096	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RANITIDINE	KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD	KARNATAKA ANTIB  ; PHARMA LTD BANGALORE INDIA;  KARNATAKA ANTIBIOTICS  ; PHARMACEUTICALS BANGALORE INDIA	{25}	494	1097
1097	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ONSETT 8	CADILA PHARMACEUTICALS LIMITED	CADILA PHARMACEUTICALS LIMITED AHMEDABAD INDIA	{8}	490	1098
1098	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TRUVADA	GILEAD SCIENCES INC	PHARMACARE LIMITED PORT ELIZABETH SOUTH AFRICA;  PATHEON INC MISSISSAUGA CANADA;  PATHEON INC. WHITBY ONTERIO CANADA;  PATHEON MANUFACTURING SERVICES LLC  USA	{200,245}	480	1099
1099	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	KORANDIL 20	REMEDICA LTD	REMEDICA LTD LIMASSOL CYPRUS	{20}	482	1100
1100	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPHEDRINE HYDROCHLORIDE	MACARTHYS LABORATORIES T/A MARTINDALE PHARMA LIMITED	MACARTHYS LABORATORIES T/A MARTINDALE PHARMA LIMITED ESSEX UNITED KINGDOM	{30}	495	1101
1101	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	SUCROFER	CLARIS INJECTABLE LTD	CLARIS INJECTABLE LTD AHMEDABAD INDIA	{20}	496	1102
1102	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VIRADAY	CIPLA LTD	CIPLA LTD  INDIA;  CIPLA LIMITED  INDIA;  CIPLA LIMITED (GOA UNIT VII) GOA INDIA	{200,300,600}	479	1103
1103	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENYTOIN SODIUM	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{100}	497	1104
1104	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RANITIN-150	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{150}	498	1105
1105	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPIMATE	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{100}	499	1106
1106	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPNONE 25	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{25}	500	1107
1107	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RENNIMED 10	PLUS FIVE PHARMACEUTICALS PVT LTD	PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE	{10}	482	1108
1108	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EMTRICITABINE;TENOFOVIR DISOPROXIL FUMARATE	MACLEODS PHARMACEUTICALS LTD	MACLEODS PHARMACEUTICALS LTD DAMAN INDIA	{200,300}	501	1109
1109	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EROMEL	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE;  ZIMBABWE PHARMACEUTICALS HEALTHCARE BULAWAYO ZIMBABWE	{125}	502	1110
1110	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPHEDRINE NASAL DROPS BPC	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{0.5}	503	1111
1111	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ULCERAN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{150}	498	1112
1112	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPIMATE 25	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{25}	499	1113
1113	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPNONE 50	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{50}	500	1114
1114	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RENNIMED 20	PLUS FIVE PHARMACEUTICALS PVT LTD	PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE	{20}	482	1115
1115	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EROMEL	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE;  ZIMBABWE PHARMACEUTICALS HEALTHCARE BULAWAYO ZIMBABWE	{250}	504	1116
1116	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EROMEL	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{250}	505	1117
1117	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ERYEST	STRIDES ARCOLAB	CARYL PHARMA (PVT) LTD BANGALORE INDIA	{250}	506	1118
1118	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPIMATE 50	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{50}	499	1119
1119	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VIACE	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{5}	482	1120
1120	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETROCIN	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{250}	507	1121
1121	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ESOMEPRAZOLE GASTRO-RESISTANT	ADVENTURA INVESTMENTS LIMITED	JUBILANT GENERIC LIMITED UTTARAKHAD INDIA	{20}	508	1122
1122	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RYTHROCAPS	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{250}	504	1123
1123	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RYTHROCAPS	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{125}	505	1124
1124	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ZYNOL 150	MICRO LABS LTD	MICRO NOVA PHARMACEUTICALS BANGALORE INDIA	{150}	509	1125
1125	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ESTRIN	CIPLA LTD	CIPLA LTD MAHAD INDIA;  CIPLA LTD  INDIA	{0.625}	510	1126
1126	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETHAMBUTOL	MACLEODS PHARMACEUTICALS LTD	MACLEODS PHARMACEUTICALS LTD DAMAN INDIA	{100}	511	1127
1127	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ESOZ-20	GLENMARK PHARMACEUTICALS LTD	GLENMARK PHARMACEUTICALS LTD NASIK INDIA	{20}	508	1128
1128	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RYTHROCAPS	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{250}	505	1129
1129	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ERYTHROMYCIN ESTOLATE	MISSION PHARMA A/S	MEDICAMEN BIOTECH LTD  INDIA	{125}	512	1130
1130	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ZYNOL 300	MICRO LABS LTD	MICRO NOVA PHARMACEUTICALS BANGALORE INDIA	{300}	509	1131
1131	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VIACE	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{10}	513	1132
1132	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREMARIN	PFIZER LABORATORIES (PTY) LTD, S.A	WYETH MEDICAL KILDARE IRELAND	{0.3}	510	1133
1133	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETOCIN 250	CADILA PHARMACEUTICALS LIMITED	CADILA PHARMACEUTICALS LIMITED AHMEDABAD INDIA	{250}	514	1134
1134	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETHAMBUTOL;  ISONIAZID; PYRAZINAMIDE; RIFAMPICIN	MACLEODS PHARMACEUTICALS LTD	MACLEODS PHARMACEUTICALS LTD  	{75,150,275,400}	515	1135
1135	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETHAMBUTOL	MACLEODS PHARMACEUTICALS LTD	MACLEODS PHARMACEUTICALS LTD  	{400}	511	1136
1136	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETHIONAMIDE	MACLEODS PHARMACEUTICALS LTD	MACLEODS PHARMACEUTICALS LTD  	{250}	516	1137
1137	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ESOZ-40	GLENMARK PHARMACEUTICALS LTD	GLENMARK PHARMACEUTICALS LTD NASIK INDIA	{40}	508	1138
1138	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREMARIN	PFIZER LABORATORIES (PTY) LTD, S.A	WYETH MEDICAL KILDARE IRELAND	{0.625}	510	1139
1139	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	INDO-250	INDOCO REMEDIES LTD	INDOCO REMEDIES LTD MUMBAI INDIA;  INDOCO REMEDIES LTD GOA INDIA	{250}	514	1140
1140	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RIFAMPICIN; ISONIAZID; PYRAZINAMIDE; ETHAMBUTOL HYDROCHLORIDE	LUPIN LIMITED	LUPIN LIMITED AURANGABAD INDIA	{75,150,275,400}	515	1141
1141	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETHIONAMIDE	CIPLA LTD	CIPLA LTD MAHAD INDIA	{250}	516	1142
1142	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NEXIUM	INDUSTRIAL CHEMICAL IMPORTERS	ASTRAZENECA AB SODERTALJE SWEDEN	{20}	508	1143
1143	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETOCOXX	SUN PHARMACEUTICAL INDUSTRIES LIMITED	SUN PHARMACEUTICAL INDUSTRIES LIMITED MUMBAI INDIA	{60}	517	1144
1144	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETOVA-400	IPCA LABORATORIES LTD	IPCA LABS LTD  INDIA	{400}	518	1145
1145	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ETROCIN	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{125}	519	1146
