id	created_at	updated_at	licence_number	name	licensee	address	town	expiry_date	premises_types
76cede0f-89d4-4f6b-9c55-5586faea8d11	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0104-2023	MANA POOLS NATIONAL PARKS CLINIC	ZIMB.PARKS & WILDLIFE MANAGEMENT	MANA POOLS NATIONAL PARK	KAROI	2024-09-30	Clinics: Class C
0aa68b76-e72b-4297-b30a-a3f22ad00a04	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1856-2024	MANDAVA PHARMACY	AYDENSEA LOY PHARMACEUTICALS (PVT) LTD	NO. 1203	ZVISHAVANE	2025-10-31	Pharmacy in any other location
f9342ee7-7e67-465d-88ee-42d81169a671	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1630-2024	MANHENGA PHARMACY	INTERGRAUM INVESTMETS (PVT) LTD	613 MANHENGA	BINDURA	2025-03-31	Pharmacy in rural area
4785eb65-7887-43c3-8e6e-6fec65e09fc5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0116-2023	MANICA BOARDS AND DOORS CLINIC	MANICA BOARDS AND DOOR (PVT) LTD	5 ST HELENS DrIVE,	MUTARE	2024-09-30	Clinics: Class C
6b75445c-3f49-4d88-ae16-ea4448b25a90	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0091-2023	MANICALAND STATE UNIVERSITY OF APPLIED SCIENCE	MAINCALAND STATE UNIVERSITY OF APPLIED SCIENCE	1 STAIR GUTHRIE ROAD	MUTARE	2024-09-30	Clinics: Class B
e12777d6-3917-4523-95ef-f9de02f0cb5b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	D01-P0011-2023	MANRESA WAY MEDICAL CENTRE	MANRESA WAY MEDICAL CENTRE	139 MANRESA WAY NEW MABVUKU	HARARE	2024-06-30	Dispensing medical practice
7a707c50-700b-4cb5-966a-f02c83703e77	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1945-2024	MARBLES PHARMACY	MARBLES PHARMACY (PVT) LTD	606 CHARLES STREET	CHEGUTU	2025-10-31	Pharmacy in any other location
a5f0b360-8a6a-43be-a088-3ec9ef5e793b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1739-2024	MARIMBA PHARMACY	MARIMBA PHARMACY (PVT) LTD	SHOP 11,MARIMBA S/ CENTRE,	HARARE	2025-02-28	Pharmacy in any other location
9ddbd4a4-5905-4b08-aceb-44e88ea55d20	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P02-P1867-2024	MASHAMBANZOU CARE TRUST	MASHAMBANZOU CARE TRUST	40 SANDOWN ROAD	HARARE	2025-02-28	Pharmacies: Restricted
395d2afd-174a-48d5-9d65-9190bc4b1711	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1860-2024	MASHAVA PHARMACY	LARANOK PHARMACEUTICALS (PVT) LTD	78B BALMAIN	MASVINGO	2025-02-28	Pharmacy in any other location
6eae6ee0-4646-443e-9d95-827c213ee5d4	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1421-2024	MASHFOLKS PHARMACY	MASHFOLKS INVESTMENTS (PVT) LTD	10491 KUWADZANA 5 SHOPPING CENTRE	HARARE	2025-10-31	Pharmacy in any other location
2ca5160a-9263-4d27-bc73-54a3f91d2bfe	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0127-2023	MASHONALAND TOBACCO CLINIC	MASHONALAND TOBACCO COMPANY P/L	167 ERITH ROAD, WILLOWVALE	HARARE	2024-09-30	Clinics: Class C
35f9d096-a1cf-431a-8f53-9ccab06d0b6e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0124-2023	MASHONALAND TOBACCO COMPANY	MASHONALAND TOBACCO COMPANY	4 SIMON MAZORODZE ROAD	HARARE	2024-09-30	Clinics: Class C
884c3f33-cded-475f-b4e9-46965eb6b5d9	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0081-2023	MASHONALAND TOBACCO COMPANY	MASHONALAND TOBACCO COMPANY P/L	15-17 AUCKLAND RD	HARARE	2024-09-30	Clinics: Class B
901c186d-dc6a-40e9-b467-dc89cfea4b0a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0138-2023	MASVINGO NEW START	POPULATION SOLUTIONS FOR HEALTH	10 HOFMEYER ROAD	MASVINGO	2024-09-30	Clinics: Class B
a2e2a4e9-2a04-4941-a580-963fadaf8402	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0228-2024	MASVINGO WOMENS CLINIC	MASVINGO WOMENS CLINIC (PVT) LTD	54 ROBERTSON STREET	MASVINGO	2025-08-30	Clinics: Class C
c0355bfe-f445-4859-8eab-74fd3c0025ce	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	D01-P0029-2023	MAT 24 MEDICAL CENTRE	METPATH INVESTMENTS (PVT) LTD	PARWAZENGA BHEURA	ZAKA	2024-06-30	Dispensing medical practice
8c5ac409-45f1-41a1-85d4-691f04cc042d	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1508-2024	MATRAMED PHARMACY	MATRAMED (PBC)	SHOP 2 STD NO. 11222 CHINHOYI T/SHIP	CHINHOYI	2025-07-31	Pharmacy in any other location
e37d98c6-35ab-4030-b98c-23a355c56e62	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1593-2024	MAURICE PHARMACY	UPPRUNA ENTERPRISES (PVT) LTD	1245 HUGGINS ROAD,	BULAWAYO	2025-08-31	Pharmacy in any other location
7c9f1ca0-e72d-4c1f-bb84-d6399115ce23	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1430-2024	MAXI HEALTH PHARMACY	GAZALAND PHARMACY (PVT) LTD	8722 GAZALAND S/CENTRE	HARARE	2025-04-30	Pharmacy in any other location
ee7dbf64-8219-49c2-b106-a9373588b9e6	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0070-2023	MAZOWE CITRUS ESTATE CLINIC	MAZOWE CITRUS ESTATE	MAZOWE CITRUS ESTATE	MAZOWE	2024-09-30	Clinics: Class C
dda8d507-732e-4181-a0d6-6c0a91d3c7dc	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	H01-P0028-2024	MAZOWE PEDIATRIC HOSPITAL PHARMACY	BAINES AVENUE CLINIC (PVT) LTD	STD NO. 1679 11 MAZOWE STREET	HARARE	2025-02-28	Hospital pharmacies
07a5ba6f-8113-4c9a-b2c9-bbd27e3e761c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1150-2024	MBARE PHARMACY	MBARE PHARMACY (PVT) LTD	STD 14829, CHAMINUKA ST	HARARE	2025-05-31	Pharmacy in any other location
c0f676b6-870c-439f-ba07-cb8dc8604bd5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1688-2024	M-CARE PHARMACY	M-CARE ENTERPRISES (PVT) LTD	SHOP 9 SAMORA MACHEL AVENUE	HARARE	2025-06-30	Pharmacy in any other location
0169d882-705e-45db-83c1-94999c712c76	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1697-2024	M-CARE PHARMACY - BRAESIDE	M-CARE ENTERPRISES (PVT) LTD	SHOP 7 2 TAIT AVENUE, BRAESIDE	HARARE	2025-02-28	Pharmacy in any other location
66de4770-9196-4058-84d6-c151b6620f42	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1443-2024	MED-AID PHARMACY	CYNFER INCORPORATED (PVT) LTD	STD 85 TAFARA WAY KAMUNHU S/CENTRE	HARARE	2025-10-31	Pharmacy in any other location
07ea08a7-70fa-4247-9ea2-8c2c10bcd445	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1449-2024	MEDBRIGHT PHARMACY	MEDBRIGHT INVESTMENTS (PVT) LTD	4292 MACHIPISA HIGHFIELD	HARARE	2025-04-30	Pharmacy in any other location
b3d82bfa-44e8-42a2-a796-0dbe85abb00a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1206-2024	MEDCHAIN PHARMACY	MEDCHAIN (PVT) LTD	745-4TH STREET	HARARE	2025-10-31	Pharmacy in any other location
7c0b70d3-e46e-41fe-af30-2c976953b087	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1977-2024	MED-CHIP PHARMACY	MED-CHIP PHARMACY (PVT) LTD	11 ROWLAND SQUARE MILTON PARK	HARARE	2025-09-30	Pharmacy in any other location
1c3128eb-7292-4753-979e-2e2448582823	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1583-2024	MED-CHIP PHARMACY	MED-CHIP PHARMACY (PVT) LTD	247 THE GREEN OAK ST	MARONDERA	2025-06-30	Pharmacy located in the CBD
34b9b252-fb28-4634-8e71-4d27da83ea3b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1732-2024	MED-CHIP PHARMACY (PARKTOWN)	MED-CHIP (PVT) LTD	SHOP NO. 7 PARKTOWN SHOPS	HARARE	2025-07-31	Pharmacy in any other location
f4065eef-e7b5-4a25-aa5a-0ef83f5dbf98	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1676-2024	MEDCREST WEST PHARMACY	NHB INVESTMENTS (PVT) LTD	15219 NEW MILLIENIUM INDUSTRIAL PARK	CHINHOYI	2025-02-28	Pharmacy in any other location
53352801-e357-46da-ac3b-e583160c3dc6	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1623-2024	MEDCREST PHARMACY	NHB INVESTMENTS (PVT) LTD	5492, TURF TOWNSHIP	NGEZI	2025-12-31	Pharmacy in rural area
0a7b17fb-2184-4d7f-9405-4ae98680bc62	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1756-2024	MEDDSOL PHARMACY	ECCLESTICAL INVESTMENTS (PVT) LTD	SHOP 1 STAND 22293 KUWADZANA 2	HARARE	2025-08-31	Pharmacy in any other location
90aa7c23-4afa-41fd-bd24-17bd0d47b354	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0189-2024	MEDEXPRESS PHARMACEUTICALS	MEDEXPRESS PHARMACEUTICALS (PVT) LTD	SHOP NO 3 WINCHENDON S/CENTRE PHILADELPHIA	HARARE	2025-03-31	Wholesalers
290be7df-7c3e-4717-88bd-f5eded642d78	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1704-2024	MEDFLEX PHARMACY	MEDFLEX PHARMACY (PVT) LTD	SHANGWA COMPLEX, B61 CHILONGA DrIVE	CHIREDZI	2025-06-30	Pharmacy in any other location
ceadf6ae-4846-4ecb-bd2f-fed9d4c31f8a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1669-2024	MEDIC PHARMACIES	ANTIN PHARMACETICAL (PVT) LTD	STAND 63012A TSHABALALA	BULAWAYO	2025-06-30	Pharmacy in any other location
6acd2887-b5ac-4d33-95de-3cef82bb0d69	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1931-2024	MEDICAL CENTRE CHEMIST PHARMACY	NKOSIS PHARMACY (PVT) LTD	1192 CHINOTIMBA T/SHIP	VIC FALLS	2025-04-30	Pharmacy in any other location
461aad14-c21e-4524-86d2-d1f0fbe5e588	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P0139-2023	MEDICHEM PHARMACIES GWERU	MEDICHEM HEALTH (PVT) LTD	59 6TH STREET	GWERU	2025-09-30	Pharmacy located in the CBD
2e5be406-a03b-48ba-a220-a40cb299f4b2	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1886-2024	MEDICINE SHOPPE PHARMACY	MEDICINE SHOPPE	15 BAINES AVENUE	HARARE	2025-11-30	Pharmacy in any other location
465671bd-1c44-4057-85ef-b0410f5cab1f	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1560-2024	MEDICIVE PHARMACY	MEDICIVE (PVT) LTD	SHOP 24 GROUND FLOOR, EASTGATE MALL	HARARE	2025-03-31	Pharmacy located in the CBD
258e0be6-7478-4a2b-8b89-d0d1517adc9c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1544-2024	MEDICIVE PHARMACY	MEDICIVE (PVT) LTD	1575 ASPINDALE PARK	HARARE	2025-09-30	Pharmacy in any other location
c6690d78-ecaf-4c2c-a93a-08f69c8a9d32	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1547-2024	MEDICIVE PHARMACY	MEDICIVE (PVT) LTD	SHOP 4, 3 AND 5 ADYLIN PARK AVONDALE	HARARE	2025-12-31	Pharmacy in any other location
d498e73b-2dbf-4f67-ae47-092eab5282ed	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0078-2023	MEDICONNECT PHARMACEUTICALS	MEDICONNECT PHARMACETICALS (PVT) LTD	BAY 4 ST JAMES BLD 3BORGWARD RD MsASA	HARARE	2025-03-31	Wholesalers
31233f9e-54c8-4a56-88f6-238953ddbd37	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1144-2024	MEDIHEALTH PHARMACY	MUNIFELT ENTERPRISES (PVT) LTD	47 J.M.N. NKOMO STREET	BULAWAYO	2025-07-31	Pharmacy located in the CBD
ce8eb008-2361-416f-b18d-2e4f4180eac7	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P0000-2024	MEDIJOINT PHARMACY	MEDIJOINT HEALTHCARE (PVT) LTD	STAND NO. 291	CENTENARY	2025-12-31	Pharmacy in rural area
9471783d-0b5b-4d87-b35a-d80474d595af	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1480-2024	MEDI-LOFT PHARMACY	MEDICINE LOFT (PBC)	SHOP 5, GAYDON RD	HARARE	2025-12-31	Pharmacy in any other location
eaa4cba8-cef9-4db8-af23-ab8791523dff	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1727-2024	MEDI-MART PHARMACY	CHELDOH TRADING (PVT) LTD	92 DONNERS ARCADE 82 HARARE STREET	HARARE	2025-08-31	Pharmacy in any other location
34a70252-22c4-4a41-87aa-be2e32cae935	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1915-2024	MEDIPHARM	ALPALE INTERNATIONAL (PVT) LTD	BETWEEN L TAKAWIRA AND 6TH AVENUE	BULAWAYO	2025-07-31	Pharmacy located in the CBD
795f81da-b025-418e-80e5-63f37208b7d6	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1601-2024	MEDIPLUS PHARMACY	VONGAT PHARMACY PVT LTD	SHOP 4 STD 5 HERBERT CHITEPO AVENUE	RUSAPE	2025-10-31	Pharmacy in any other location
b84a42b0-a1cc-4a56-9cd8-78d60d4b7acf	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1500-2024	MEDIROSE PHARMACY	WORDCODE INVESTMENTS (PVT) LTD	SHOP 4 MACHOKOTO BLD	HARARE	2025-09-30	Pharmacy in any other location
e20b6d37-3cac-486a-ba41-673dad38099d	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2031-2024	MEDISUITE PHARMACY	MEDISUITE PHARMACY (PVT) LTD	4030 HOME INDUSTRY CHAKARI ROAD	CHEGUTU	2025-05-31	Pharmacy in any other location
2b87e17b-4b9d-4d75-9b33-534041f98526	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0164-2024	MEDI-VET	MEDI-VET (PVT) LTD	20 SOUTHAM RD, GREYSTONE PARK	HARARE	2025-03-31	Wholesalers
a6780ec6-7080-4449-923f-0ba28930aacf	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1893-2024	MEDIWISE PHARMACY	PETER CHIPWERE	1837 ARTHERSTONE ROAD	516	2025-12-31	Pharmacy located in the CBD
aae5134d-7ace-496d-b5b0-f577f768d001	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2018-2024	MEDIX LANCASTER PHARMACY (MUTARE)	MEDIX LIMITED	95A HERBERT CHITEPO	MUTARE	2025-05-31	Pharmacy in any other location
6dab6fda-2291-44ea-970f-42638a9f2f0f	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0168-2024	MEDJEY PHARMACEUTICALS	MEDJEY PHARMACEUTICAL (PVT) LTD	STD NO. 1576 UNIT 10 PATDUNN AVE, NEW ARDBERNIE	HARARE	2025-11-30	Wholesalers
68eddc87-dd6a-4b0a-a69b-ce8c35e07565	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1266-2024	MEDLIFE PHARMACY	SIBUTAN PHARMACEUTICALS (PVT) LTD	7206 GOKWE CENTRE	GOKWE	2025-02-28	Pharmacy in any other location
138eb205-0a9a-4a53-b49a-80ec02a4a8a6	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1562-2024	MEDLINE PHARMACY	DUVE BRIGHTON	SHOP 5, BAHADUR CNR 3RD ST	247	2025-04-30	Pharmacy in any other location
b78508bc-159e-429d-b168-313f551ceb24	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1973-2024	MEDLINK 24 PHARMACY	BLUE OCEAN PHARMACEUTICALS (PVT) LTD	STAND 7828	HARARE	2025-07-31	Pharmacy in any other location
6efbff09-a601-4b63-94ad-78317f13d67b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1985-2024	MEDLINK USHEWEKUNZE PHARMACY	BLUE OCEAN PHARMACEUTICALS (PVT) LTD	1053 NEW CERNY PARK USHEWEKUNZW	HARARE	2025-02-28	Pharmacy in any other location
486c9bd0-44ab-4b13-8a98-1d57985af641	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1869-2024	MED-MINT PHARMACY	MED-MINT PHARMACY (PVT) LTD	8 ROBERT MUGABE	BINDURA	2025-02-28	Pharmacy in any other location
67528d2b-e5cf-4ba3-814d-62bb5eb74592	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1538-2024	MED-MINT PHARMACY	MED-MINT PHARMACY (PVT) LTD	8901	VIC FALLS	2025-02-28	Pharmacy in any other location
be72c941-279b-40a5-b929-154e605cffc9	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1875-2024	MED-ONE PHARMACY	PINEAL PHARMACEUTICALS (PVT) LTD	90 FRED JAMESON ST	KAROI	2025-05-31	Pharmacy in any other location
01c2cecc-85c1-4f6f-85a4-87248133549c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2000-2024	MEDORANGE PHARMACIES - KWEKWE	PALM-PHARMA (PVT) LTD	20C ED MNANGANGWA WAY	KWEKWE	2025-04-30	Pharmacy in any other location
bed2c41b-1476-4afb-b44b-751d3cf339ba	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1999-2024	MEDORANGE PHARMACIES - NOCZIM	PALM PHARMA (PVT) LTD	NO. 2 NOCZIM HOUSE	HARARE	2025-04-30	Pharmacy located in the CBD
3500be4c-5ffb-4a88-97b4-78f9e92cdcf0	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1612-2024	MEDPOINT PHARMACY	MACLATEN HOLDINGS (PVT) LTD	95 BAINES AVENUE	HARARE	2025-12-31	Pharmacy in any other location
fff35709-fd20-47e8-bea4-0286a50c00ed	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2023-2024	MEDrITE PHARMACY HOBHOUSE	MEDrITE PHARMACY (PVT) LTD	STAND 2199	MUTARE	2025-05-31	Pharmacy in any other location
4959f9a9-bd57-44cb-abfd-515fd331a9d4	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1657-2024	MEDS 24 PHARMACY	PALOMINO PHARMACEUTICALS (PVT) LTD	VUKA NTENGANE COMPLEX, STAND 62 DINGUMUZI	PLUMTREE	2025-09-30	Pharmacy in any other location
7d529fc0-897d-4dc5-b908-86b325c2c885	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1736-2024	MEDS 24 PHARMACY	PALOMINO PHARMACEUTICAL (PVT) LTD	NO. 45 ROBERT MUGABE WAY	BULAWAYO	2025-02-28	Pharmacy in any other location
c1a91018-7ab4-4953-b65d-75eacf709416	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1754-2024	MEDS@68 PHARMACY	LIL BAMBINO PHARMACY (PVT) LTD	68 RIDGEWAY NORTH BORROWDALE	HARARE	2025-06-30	Pharmacy in any other location
e897af9a-8712-4964-a321-50291905f0ba	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1776-2024	MEDS24 PHARMACY -THEKWANE	PALOMINO PHARMACEUTICALS	STAND NO. 17 THEKWANE ROAD	PLUMTREE	2025-11-30	Pharmacy in any other location
e3fac770-956b-4901-b12b-391c1d3c4e5a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1769-2024	MEDTOCURE PHARMACY	MEDTOCURE INVESTMENTS (PVT) LTD	10091 GUZHA	CHITUNGWIZA	2025-04-30	Pharmacy in any other location
ab949d62-06a8-42c9-820c-a724a4022ad1	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1923-2024	MEDXPRESS PHARMACY	HEALTH CORNER (PVT) LTD	121/123 HARARE STREET	HARARE	2025-12-31	Pharmacy located in the CBD
b3256a1e-27d6-450e-9791-c9ca80db3f45	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1481-2024	MEIZON PHARMACY	MEIZON INCORPORATED (PVT) LTD	SHOP 2, HURUYADZO SHOPS, ST MARYS	CHITUNGWIZA	2025-08-31	Pharmacy in any other location
c1cd2c1a-596e-4c76-9cb6-53dde2e79a47	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2017-2024	MELBOURNE PHARMACY	SALUTEM BOOST (PVT) LTD	29 EASTCOURT ROAD, BELVEDERE	HARARE	2025-02-28	Pharmacy in any other location
597cd9e1-0804-4db8-906f-83d88759030e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1336-2024	MERCURY PHARMACY	MERCURY PHARMACIES (PBC)	36996 UNIT O SEKE	CHITUNGWIZA	2025-07-31	Pharmacy in any other location
706ba4ba-670b-4b38-b16c-a0f73573dddf	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1424-2024	MERCURY PHARMACY	MERCURY PHARMACIES (PBC)	21793 UNIT C SEKE	CHITUNGWIZA	2025-12-31	Pharmacy in any other location
ae22a5bb-2848-45df-bc3b-d5bebc60b25c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1859-2024	METLIFE PHARMACY	METLIFE (PVT) LTD	1164 SECOND AVENUE PARKTOWN	HARARE	2025-08-31	Pharmacy in any other location
3eb8f973-b0c0-4a7b-b1a3-d0283a0c8442	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	D01-P0023-2023	MHANGAMI SURGERY (Dr)	MASIMBA MHANGAMI Dr	STAND 207	JERERA	2024-06-30	Dispensing medical practice
908e1ae8-dc94-4af6-8d6e-b02847137320	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1798-2024	MICHAEL GELFAND PHARMACY	LEXCHEM (PVT) LTD	53 JOSIAH CHINAMANO AVENUE	HARARE	2025-02-28	Pharmacy in any other location
1d21aca7-6fdc-4ec1-be50-42b8ef6db4dc	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I04-P0149-2023	MIDLANDS CHRISTIAN SCHOOL CLINIC	MIDLANDS CHRISTIAN SCH. SANATORIUM	LONG RD CHRISTMAS GIFT	GWERU	2024-09-30	Clinics: Class D
02a24308-80ad-4ec0-94ed-e806dc80cfa7	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0109-2023	MIDLANDS STATE UNIVERSITY CLINIC	MIDLANDS STATE UNIVERSITY	MIDLANDS STATE UNIVERSITY	GWERU	2024-09-30	Clinics: Class B
f395082c-64b3-424e-8619-c8dc04f29656	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0118-2023	MILL CLINIC	TRIANGLE LIMITED	TRIANGLE LIMITED SUGAR MILL	TRIANGLE	2024-09-30	Clinics: Class C
1a62ed8d-4a20-4a6b-b9d6-63b5e75334b0	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P04-P1176-2024	MILTON PARK CLINICAL RESEARCH SITE (CRS)	UNIVERSITY OF ZIMB. CLINICAL TRIALS RESEARCH CENT. (UZ-CTRC)	31 LAWSON AVENUE MILTON PARK	HARARE	2025-10-31	Pharmacies: Research
bb818774-2dfb-461a-bd47-15048b01e93e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	H01-P0021-2024	MILTON PARK MEDICAL CENTRE PHARMACY	MILTON PARK MEDICAL CENTRE (PVT) LTD	NO. 2, HARVEY BROWN, MILTON PARK	HARARE	2025-09-30	Hospital pharmacies
0e44cc9e-6669-4c6d-b792-7d0675a0ea5b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I01-P0113-2023	MIMOSA MINE CLINIC	MIMOSA MEDICAL SERVICES (PVT) LTD	OLD DADAYA RD, MIMOSA MINE	ZVISHAVANE	2024-09-30	Clinics: Class A
8ae85488-fd7a-4ea9-8c12-84bf068eb6b4	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1943-2024	MINICARE PHARMACY	MINICARE PHARMACY	SHOP 2 LUXOR HSE, ALONG 9TH AVE & FIFE ST	BULAWAYO	2025-07-31	Pharmacy located in the CBD
ffef26c9-63bd-49c1-a6a5-1bfd4ee6b962	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P0000-2024	MK PHARMACY	NYACHEGA CLIFFORD	STAND 98 HAUNA TOWNSHIP, HONDE VALLEY	MUTARE	2025-07-31	Pharmacy in rural area
1d8e3387-af8c-43cc-b270-51991c639389	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1311-2024	MLINK PHARMACY	CATCHDEAL INVESTMENTS (PVT) LTD	SHOP AI, 54 SHUVAI MAHOFA STREET	MASVINGO	2025-02-28	Pharmacy located in the CBD
f4e41250-0918-4445-b917-f52a816a758d	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1418-2024	MN PHARMACY	BESTZONE (PVT) LTD	136 MBUYA NEHANDA STREET	HARARE	2025-01-31	Pharmacy located in the CBD
557a5061-2605-423f-935a-a3ff20cc7572	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1876-2024	MOKOENA PHARMACY	MOKOENA PHARMACY (PVT) LTD	10416F GLENWOOD EPWORTH	HARARE	2025-10-31	Pharmacy in any other location
