id	name	term_icd9_code	term_icd9_text	consumer_name	is_procedure	info_link_href	info_link_text	created_at	updated_at
c_2050	Duodenal diverticulum	562.01	Diverticulitis of small intestine (without mention of hemorrhage)	Duodenal diverticulum	f	http://www.nlm.nih.gov/medlineplus/smallintestinedisorders.html	Small Intestine Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6143	Hypogammaglobulinemia	279.00	Hypogammaglobulinemia, unspecified	Hypogammaglobulinemia	f	http://www.nlm.nih.gov/medlineplus/immunesystemanddisorders.html	Immune System and Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10826	Bowel habits - altered			Bowel habits - altered	f	http://www.nlm.nih.gov/medlineplus/bowelmovement.html	Bowel Movement	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10677	Scar - hyperplastic	701.4	Keloid scar	Scar - hyperplastic	f	http://www.nlm.nih.gov/medlineplus/scars.html	Scars	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2483	Anemia - from chronic disease	285.29	Anemia of other chronic disease	Anemia - from chronic disease	f	http://www.nlm.nih.gov/medlineplus/ency/article/000565.htm	Anemia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6682	Pressure equalizing (PE) tubes			Pressure equalizing (PE) tubes	t	http://www.nlm.nih.gov/medlineplus/ency/article/003015.htm	Ear tube insertion	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8766	Pancreatic cholera syndrome	577.8	Other specified diseases of pancreas	Pancreatic cholera syndrome	f	http://www.nlm.nih.gov/medlineplus/ency/article/000228.htm	VIPoma	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21792	Skin tag	701.9	Unspecified hypertrophic and atrophic conditions of skin	Skin tag	f	http://www.nlm.nih.gov/medlineplus/moles.html	Moles	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21802	Urticaria pigmentosa	757.33	Congenital pigmentary anomalies of skin	Urticaria pigmentosa	f	http://www.nlm.nih.gov/medlineplus/ency/article/001466.htm	Urticaria pigmentosa	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2954	Petechiae	782.7	Spontaneous ecchymoses	Petechiae	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8749	Gastric perforation			Gastric perforation	f	http://www.nlm.nih.gov/medlineplus/ency/article/000235.htm	Gastrointestinal perforation	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8750	Duodenal perforation	569.83	Perforation of intestine	Duodenal perforation	f	http://www.nlm.nih.gov/medlineplus/ency/article/000235.htm	Gastrointestinal perforation	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_7920	Fetal distress	656.30	Fetal distress, affecting management of mother, unspecified as to episode of care	Fetal distress	f	http://www.nlm.nih.gov/medlineplus/ency/article/003405.htm	Fetal heart monitoring	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2563	Gastrostomy	V44.1	Gastrostomy status	Gastrostomy	t	http://www.nlm.nih.gov/medlineplus/ency/article/002937.htm	Feeding tube insertion - gastrostomy	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4492	Ureteritis - cystic	590.3	Pyeloureteritis cystica	Ureteritis - cystic	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4502	Sciatica	724.3	Sciatia	Sciatica	f	http://www.nlm.nih.gov/medlineplus/sciatica.html	Sciatica	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2066	Gastric ulcer	531.90	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction	Gastric ulcer	f	http://www.nlm.nih.gov/medlineplus/pepticulcer.html	Peptic Ulcer	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4318	Hearing loss	389.9	Unspecified hearing loss	Hearing loss	f	http://www.nlm.nih.gov/medlineplus/hearingdisordersanddeafness.html	Hearing Disorders and Deafness	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2467	Buccal cavity disease	528.9	Other and unspecified diseases of the oral soft tissues	Buccal cavity disease	f	http://www.nlm.nih.gov/medlineplus/mouthdisorders.html	Mouth Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2814	Thalassemia	282.49	Other thalassemia	Thalassemia	f	http://www.nlm.nih.gov/medlineplus/thalassemia.html	Thalassemia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4857	Parasitic infection	136.9	Unspecified infectious and parasitic diseases	Parasitic infection	f	http://www.nlm.nih.gov/medlineplus/parasiticdiseases.html	Parasitic Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_17207	Bipolar disorder - manic phase	296.40	Bipolar affective disorder, manic, unspecified degree	Bipolar disorder - manic phase	f	http://www.nlm.nih.gov/medlineplus/bipolardisorder.html	Bipolar Disorder	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10859	Anemia - megaloblastic	281.9	Unspecified deficiency anemia	Anemia - megaloblastic	f	http://www.nlm.nih.gov/medlineplus/ency/article/000567.htm	Megaloblastic anemia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_12927	Chronic fatigue syndrome	780.71	Chronic fatigue syndrome	Chronic fatigue syndrome	f	http://www.nlm.nih.gov/medlineplus/chronicfatiguesyndrome.html	Chronic Fatigue Syndrome	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3088	Mastectomy			Mastectomy	t	http://www.nlm.nih.gov/medlineplus/mastectomy.html	Mastectomy	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3974	Hydrocephalus	331.4	Obstructive hydrocephalus	Hydrocephalus	f	http://www.nlm.nih.gov/medlineplus/hydrocephalus.html	Hydrocephalus	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4152	Gastric repair			Gastric repair	t			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21818	Toxic epidermal necrolysis	695.1	Erythema multiforme	Toxic epidermal necrolysis (TEN)	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8333	Dressler's syndrome	411.0	Postmyocardial infarction syndrome	Dressler's syndrome	f	http://www.nlm.nih.gov/medlineplus/ency/article/000166.htm	Heart Attack	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2962	Neurovascular syndrome			Neurovascular syndrome	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8348	Perinephric abscess	590.2	Renal and perinephric abscess	Perinephric abscess	f	http://www.nlm.nih.gov/medlineplus/ency/article/001274.htm	Perirenal abscess	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10286	Queyrat's erythroplasia	233.5	Carcinoma in situ of penis	Queyrat's erythroplasia	f	http://www.nlm.nih.gov/medlineplus/ency/article/001300.htm	Erythroplasia of Queyrat	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8332	Pericardial tamponade	423.9	Unspecified disease of pericardium	Pericardial tamponade	f	http://www.nlm.nih.gov/medlineplus/ency/article/000194.htm	Cardiac tamponade	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_15157	Esophageal atresia			Esophageal atresia	f	http://www.nlm.nih.gov/medlineplus/ency/article/000961.htm	Esophageal atresia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_16040	Optic nerve injury			Optic nerve injury	f	http://www.nlm.nih.gov/medlineplus/ency/article/001622.htm	Optic nerve atrophy	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2284	Pelvic inflammatory disease	614.9	Unspecified inflammatory disease of female pelvic organs and tissues	Pelvic inflammatory disease (PID)	f	http://www.nlm.nih.gov/medlineplus/pelvicinflammatorydisease.html	Pelvic Inflammatory Disease	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4335	Hepatic mass	573.9	Unspecified disorder of liver	Liver (hepatic) mass	f	http://www.nlm.nih.gov/medlineplus/liverdiseases.html	Liver Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3454	Scoliosis	737.30	Scoliosis [and kyphoscoliosis], idiopathic	Scoliosis	f	http://www.nlm.nih.gov/medlineplus/scoliosis.html	Scoliosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_7379	Pulmonary hypertrophic osteoarthropathy			Pulmonary hypertrophic osteoarthropathy	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_26947	Overweight	278.00	Obesity, unspecified	Overweight	f	http://www.nlm.nih.gov/medlineplus/obesity.html	Obesity	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_26599	Wrist pain	719.43	Pain in joint involving forearm	Wrist pain	f	http://www.nlm.nih.gov/medlineplus/wristinjuriesanddisorders.html	Wrist Injuries and Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_26609	Toe sprain	845.10	Unspecified site of foot sprain	Toe sprain	f	http://www.nlm.nih.gov/medlineplus/sprainsandstrains.html	Sprains and Strains	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_17806	Bronchitis - chronic	491.9	Unspecified chronic bronchitis	Bronchitis - chronic	f	http://www.nlm.nih.gov/medlineplus/bronchitis.html	Bronchitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_20639	Near Drowning-Fresh Water			Near drowning	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10461	Neurilemmoma	215.9	Other benign neoplasm of connective and other soft tissue, site unspecified	Neurilemmoma	f	http://www.nlm.nih.gov/medlineplus/acousticneuroma.html	Acoustic Neuroma	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9848	Uterine prolapse	618.4	Uterovaginal prolapse, unspecified	Uterine prolapse	f	http://www.nlm.nih.gov/medlineplus/ency/article/001508.htm	Pelvic Support Problems	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10504	Fibromuscular hyperplasia	447.8	Other specified disorders of arteries and arterioles	Fibromuscular hyperplasia	f	http://www.nlm.nih.gov/medlineplus/vasculardiseases.html	Vascular Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2832	Transurethral resection of prostate (TURP)			Transurethral resection of prostate (TURP)	t			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2267	Liver cirrhosis	571.5	Cirrhosis of liver without mention of alcohol	Liver cirrhosis	f	http://www.nlm.nih.gov/medlineplus/cirrhosis.html	Cirrhosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6663	Hepatitis - neonatal	774.4	Perinatal jaundice due to hepatocellular damage	Hepatitis - neonatal	f	http://www.nlm.nih.gov/medlineplus/ency/article/001559.htm	Newborn jaundice	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9752	Periodontitis - chronic	523.40	Chronic periodontitis, unspecified	Periodontitis - chronic	f	http://www.nlm.nih.gov/medlineplus/ency/article/001059.htm	Periodontitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4127	Liver function tests - abnormal	794.8	Nonspecific abnormal results of function study of liver	Liver (hepatic) function tests abnormal	f	http://www.nlm.nih.gov/medlineplus/ency/article/003436.htm	Liver function tests	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_25511	Autosomal dominant polycystic kidney disease	753.13	Polycystic kidney, autosomal dominant	Autosomal dominant polycystic kidney disease (ADPKD)	f	http://www.nlm.nih.gov/medlineplus/ency/article/000502.htm	Polycystic kidney disease	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5104	Myringotomy			Myringotomy	t	http://www.nlm.nih.gov/medlineplus/ency/article/003015.htm	Ear tube insertion	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9154	Hyperkeratosis	701.1	Keratoderma, acquired	Hyperkeratosis	f	http://www.nlm.nih.gov/medlineplus/ency/article/001232.htm	Corns and calluses	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2944	Vaginitis	616.10	Vaginitis and vulvovaginitis, unspecified	Vaginitis	f	http://www.nlm.nih.gov/medlineplus/ency/article/000897.htm	Vaginal Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_17208	Bipolar disorder - depressed phase	296.50	Bipolar affective disorder, depressed, unspecified degree	Bipolar disorder - depressed phase	f	http://www.nlm.nih.gov/medlineplus/bipolardisorder.html	Bipolar Disorder	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10321	Carcinoid tumor - malignant	199.1	Other malignant neoplasm of unspecified site	Carcinoid tumor - malignant	f	http://www.nlm.nih.gov/medlineplus/carcinoidtumor.html	Carcinoid Tumors	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2233	Pulmonary embolism	415.19	Other pulmonary embolism and infarction	Pulmonary embolism	f	http://www.nlm.nih.gov/medlineplus/pulmonaryembolism.html	Pulmonary Embolism	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3775	Neurofibromatosis	237.70	Neurofibromatosis, unspecified	Neurofibromatosis	f	http://www.nlm.nih.gov/medlineplus/neurofibromatosis.html	Neurofibromatosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2251	Colon diverticulitis	562.11	Diverticulitis of colon without mention of hemorrhage	Colon diverticulitis	f	http://www.nlm.nih.gov/medlineplus/diverticulosisanddiverticulitis.html	Diverticulosis and Diverticulitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8124	Trichinosis	124	Trichinosis	Trichinosis	f	http://www.nlm.nih.gov/medlineplus/ency/article/000631.htm	Trichinosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21731	Anetoderma	701.3	Striae atrophicae	Anetoderma	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10425	Mesonephroma - malignant	199.1	Other malignant neoplasm of unspecified site	Mesonephroma - malignant	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4371	Bone tumor - benign	213.9	Benign neoplasm of bone and articular cartilage, site unspecified	Bone tumor - benign	f	http://www.nlm.nih.gov/medlineplus/ency/article/001230.htm	Bone tumors	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_14673	Hepatitis C	070.54	Chronic hepatitis C without mention of hepatic coma	Hepatitis C	f	http://www.nlm.nih.gov/medlineplus/hepatitisc.html	Hepatitis C	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4614	Connective tissue disease	710.9	Unspecified diffuse connective tissue disease	Connective tissue disease	f	http://www.nlm.nih.gov/medlineplus/connectivetissuedisorders.html	Connective Tissue Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10398	Rhabdomyosarcoma - pleomorphic	171.9	Malignant neoplasm of connective and other soft tissue, site unspecified	Rhabdomyosarcoma - pleomorphic	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10408	Malignant cystosarcoma phyllodes	174.9	Malignant neoplasm of breast (female), unspecified	Malignant cystosarcoma phyllodes	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8341	Retropharyngeal abscess	478.24	Retropharyngeal abscess	Retropharyngeal abscess	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_13045	Torsades de pointes	427.1	Paroxysmal ventricular tachycardia	Torsades de pointes	f	http://www.nlm.nih.gov/medlineplus/ency/article/000187.htm	Ventricular tachycardia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21748	Melanoma in-situ	232.9	Carcinoma in situ of skin, site unspecified	Melanoma in-situ	f	http://www.nlm.nih.gov/medlineplus/melanoma.html	Melanoma	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2075	Bowel revision			Bowel revision	t			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_1975	Tuberculosis - inactive	V12.01	Personal history of tuberculosis	Tuberculosis - inactive	f	http://www.nlm.nih.gov/medlineplus/tuberculosis.html	Tuberculosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8323	Disaccharidase deficiency	271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	Disaccharidase deficiency	f	http://www.nlm.nih.gov/medlineplus/ency/article/000276.htm	Lactose intolerance	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2119	Lues	097.9	Syphilis, unspecified	Syphilis	f	http://www.nlm.nih.gov/medlineplus/syphilis.html	Syphilis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3765	Kyphosis	737.10	Kyphosis (acquired) (postural)	Kyphosis	f	http://www.nlm.nih.gov/medlineplus/ency/article/001240.htm	Spinal Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2120	Gonorrhea	098.0	Gonococcal infection (acute) of lower genitourinary tract	Gonorrhea	f	http://www.nlm.nih.gov/medlineplus/gonorrhea.html	Gonorrhea	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8228	Sunburn	692.71	Sunburn	Sunburn	f	http://www.nlm.nih.gov/medlineplus/ency/article/003227.htm	Sun Exposure	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9666	Cheyne-Stokes respiration	786.04	Cheyne-Stokes respiration	Cheyne-Stokes respiration	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10713	Graft versus host reaction	996.85	Complications of bone marrow transplant	Graft-versus-host disease (GVHD)	f	http://www.nlm.nih.gov/medlineplus/ency/article/001309.htm	Graft-versus-host disease	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3645	Joint prosthesis			Joint prosthesis	f	http://www.nlm.nih.gov/medlineplus/ency/article/002286.htm	Prosthesis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2850	Parakeratosis	690.8	Other erythematosquamous dermatosis	Parakeratosis	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9771	Polyphagia	783.6	Polyphagia	Polyphagia	f	http://www.nlm.nih.gov/medlineplus/ency/article/003134.htm	Appetite - increased	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5399	Tympanic membrane perforation	384.20	Perforation of tympanic membrane, unspecified	Eardrum - ruptured (perforated tympanic membrane)	f	http://www.nlm.nih.gov/medlineplus/ency/article/001038.htm	Ruptured eardrum	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2137	Hodgkin's lymphoma	201.90	Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites	Hodgkin's lymphoma	f	http://www.nlm.nih.gov/medlineplus/hodgkindisease.html	Hodgkin's Disease	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2285	Cervicitis	098.15	Gonococcal cervicitis (acute)	Cervicitis	f	http://www.nlm.nih.gov/medlineplus/cervixdisorders.html	Cervix Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4153	Duodenal repair			Duodenal repair	t	http://www.nlm.nih.gov/medlineplus/ency/article/002922.htm	Pyloroplasty	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8783	Hyperproteinemia	273.8	Other disorders of plasma protein metabolism	Protein - high	f	http://www.nlm.nih.gov/medlineplus/ency/article/003483.htm	Total protein	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9423	Femur fracture	821.00	Fracture of unspecified part of femur, closed	Femur fracture	f	http://www.nlm.nih.gov/medlineplus/fractures.html	Fractures	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_19214	Heartburn			Heartburn	f	http://www.nlm.nih.gov/medlineplus/heartburn.html	Heartburn	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4386	Hematemesis	578.0	Hematemesis	Hematemesis	f	http://www.nlm.nih.gov/medlineplus/ency/article/003118.htm	Vomiting blood	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2225	Cellulitis	682.9	Cellulitis and abscess of unspecified sites	Cellulitis	f	http://www.nlm.nih.gov/medlineplus/cellulitis.html	Cellulitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_22882	Submandibular space abscess	682.0	Cellulitis and abscess of face	Submandibular space abscess	f	http://www.nlm.nih.gov/medlineplus/abscesses.html	Abscesses	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21738	Cheilitis - chronic	528.5	Diseases of lips	Cheilitis - chronic	f	http://www.nlm.nih.gov/medlineplus/mouthdisorders.html	Mouth Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2328	Night sweats	780.8	Generalized hyperhidrosis	Night sweats	f	http://www.nlm.nih.gov/medlineplus/sweat.html	Sweat	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9396	Tenderness - rebound			Tenderness - rebound	f	http://www.nlm.nih.gov/medlineplus/ency/article/003273.htm	Point tenderness - abdomen	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_16160	Hemodialysis			Hemodialysis	f	http://www.nlm.nih.gov/medlineplus/dialysis.html	Dialysis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9092	Meconium aspiration syndrome			Meconium aspiration syndrome	f	http://www.nlm.nih.gov/medlineplus/ency/article/001596.htm	Meconium aspiration syndrome	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8220	Melena	578.1	Blood in stool	Melena	f	http://www.nlm.nih.gov/medlineplus/ency/article/003130.htm	Bloody or tarry stools	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8219	Pancreatic insufficiency	577.8	Other specified diseases of pancreas	Pancreatic insufficiency	f	http://www.nlm.nih.gov/medlineplus/pancreaticdiseases.html	Pancreatic Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3715	Antrum deformed			Antrum deformed	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_30031	Otorrhagia	388.69	Other otorrhea	Otorrhagia	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_23052	Morbid obesity	278.01	Morbid obesity	Morbid obesity	f	http://www.nlm.nih.gov/medlineplus/obesity.html	Weight Loss Surgery	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_26574	Nipple discharge	611.79	Other signs and symptoms in breast	Nipple discharge	f	http://www.nlm.nih.gov/medlineplus/ency/article/001515.htm	Nipple problems	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10001	Rieger syndrome	743.44	Specified congenital anomalies of anterior chamber, chamber angle, and related structures	Rieger syndrome	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_17771	Myelodysplastic syndrome			Myelodysplastic syndrome	f	http://www.nlm.nih.gov/medlineplus/myelodysplasticsyndromes.html	Bone Marrow Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4186	Upper extremity  amputation	887.2	Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication	Arm amputation	t	http://www.nlm.nih.gov/medlineplus/ency/article/000006.htm	Amputation - traumatic	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3341	Prostate calculus	602.0	Calculus of prostate	Prostate stone (calculus)	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8774	Fructose intolerance			Fructose intolerance	f	http://www.nlm.nih.gov/medlineplus/ency/article/000359.htm	Hereditary fructose intolerance	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10252	Ectodermal dysplasia	757.31	Congenital ectodermal dysplasia	Ectodermal dysplasia	f	http://www.nlm.nih.gov/medlineplus/ency/article/001469.htm	Ectodermal dysplasia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21782	Pitted keratolysis	039.0	Cutaneous actinomycotic infection	Pitted keratolysis	f	http://www.nlm.nih.gov/medlineplus/ency/imagepages/2460.htm	Pitted keratolysis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_26541	Roux-en-Y gastric bypass - laparoscopic			Roux-en-Y gastric bypass - laparoscopic	t	http://www.nlm.nih.gov/medlineplus/ency/article/007199.htm	Gastric bypass surgery	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10034	Dermatofibroma	239.2	Neoplasm of unspecified nature of bone, soft tissue, and skin	Dermatofibroma	f	http://www.nlm.nih.gov/medlineplus/benigntumors.html	Benign Tumors	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5469	Tubular necrosis - acute	584.5	Acute renal failure with lesion of tubular necrosis	Tubular necrosis - acute	f	http://www.nlm.nih.gov/medlineplus/ency/article/000512.htm	Acute tubular necrosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10737	Osteitis fibrosa			Osteitis fibrosa	f	http://www.nlm.nih.gov/medlineplus/ency/article/001252.htm	Osteitis fibrosa	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10391	Liposarcoma	171.9	Malignant neoplasm of connective and other soft tissue, site unspecified	Liposarcoma	f	http://www.nlm.nih.gov/medlineplus/softtissuesarcoma.html	Soft Tissue Sarcoma	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10401	Rhabdomyosarcoma - alveolar	171.9	Malignant neoplasm of connective and other soft tissue, site unspecified	Rhabdomyosarcoma - alveolar	f	http://www.nlm.nih.gov/medlineplus/ency/article/001429.htm	Rhabdomyosarcoma	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2953	Purpura	287.2	Other nonthrombocytopenic purpuras	Purpura	f	http://www.nlm.nih.gov/medlineplus/plateletdisorders.html	Platelet Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4777	Rectal polyp	569.0	Anal and rectal polyp	Rectal polyp	f	http://www.nlm.nih.gov/medlineplus/analandrectaldiseases.html	Anal and Rectal Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8811	Vaginitis - allergic	616.10	Vaginitis and vulvovaginitis, unspecified	Vaginitis - allergic	f	http://www.nlm.nih.gov/medlineplus/ency/article/000897.htm	Vulvovaginitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5434	Lymphocytopenia	288.8	Other specified disease of white blood cells	Lymphocyte count - low	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8236	Fibromyalgia	729.1	Mylagia and myositis, unspecified	Fibromyalgia	f	http://www.nlm.nih.gov/medlineplus/fibromyalgia.html	Fibromyalgia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
