code	name	created_at	updated_at
H10.409	Unspecified chronic conjunctivitis, unspecified eye	2024-05-01 17:00:04.318072-04	2024-05-01 17:00:04.318072-04
M20.019	Mallet finger of unspecified finger(s)	2024-05-01 17:00:04.318365-04	2024-05-01 17:00:04.318365-04
Y07.9	Unspecified perpetrator of maltreatment and neglect	2024-05-01 17:00:04.318654-04	2024-05-01 17:00:04.318654-04
K83.3	Fistula of bile duct	2024-05-01 17:00:04.318951-04	2024-05-01 17:00:04.318951-04
N36.2	Urethral caruncle	2024-05-01 17:00:04.319264-04	2024-05-01 17:00:04.319264-04
H50.10	Unspecified exotropia	2024-05-01 17:00:04.319975-04	2024-05-01 17:00:04.319975-04
R09.02	Hypoxemia	2024-05-01 17:00:04.320292-04	2024-05-01 17:00:04.320292-04
G61.0	Guillain-Barre syndrome	2024-05-01 17:00:04.320875-04	2024-05-01 17:00:04.320875-04
C67.9	Malignant neoplasm of bladder, unspecified	2024-05-01 17:00:04.321305-04	2024-05-01 17:00:04.321305-04
C61	Malignant neoplasm of prostate	2024-05-01 17:00:04.321622-04	2024-05-01 17:00:04.321622-04
R81	Glycosuria	2024-05-01 17:00:04.321952-04	2024-05-01 17:00:04.321952-04
R83.8	Other abnormal findings in cerebrospinal fluid	2024-05-01 17:00:04.322264-04	2024-05-01 17:00:04.322264-04
C91.Z0	Other lymphoid leukemia not having achieved remission	2024-05-01 17:00:04.322683-04	2024-05-01 17:00:04.322683-04
J45.909	Unspecified asthma, uncomplicated	2024-05-01 17:00:04.323311-04	2024-05-01 17:00:04.323311-04
B35.6	Tinea cruris	2024-05-01 17:00:04.323764-04	2024-05-01 17:00:04.323764-04
L81.7	Pigmented purpuric dermatosis	2024-05-01 17:00:04.32438-04	2024-05-01 17:00:04.32438-04
D75.839	Thrombocytosis, unspecified	2024-05-01 17:00:04.324948-04	2024-05-01 17:00:04.324948-04
J84.10	Pulmonary fibrosis, unspecified	2024-05-01 17:00:04.325259-04	2024-05-01 17:00:04.325259-04
C16.9	Malignant neoplasm of stomach, unspecified	2024-05-01 17:00:04.325566-04	2024-05-01 17:00:04.325566-04
N39.43	Post-void dribbling	2024-05-01 17:00:04.326448-04	2024-05-01 17:00:04.326448-04
M86.60	Other chronic osteomyelitis, unspecified site	2024-05-01 17:00:04.326742-04	2024-05-01 17:00:04.326742-04
C83.70	Burkitt lymphoma, unspecified site	2024-05-01 17:00:04.327062-04	2024-05-01 17:00:04.327062-04
K31.84	Gastroparesis	2024-05-01 17:00:04.327385-04	2024-05-01 17:00:04.327385-04
F41.0	Panic disorder [episodic paroxysmal anxiety]	2024-05-01 17:00:04.327834-04	2024-05-01 17:00:04.327834-04
L98.8	Other specified disorders of the skin and subcutaneous tissue	2024-05-01 17:00:04.328146-04	2024-05-01 17:00:04.328146-04
R23.1	Pallor	2024-05-01 17:00:04.328789-04	2024-05-01 17:00:04.328789-04
N12	Tubulo-interstitial nephritis, not specified as acute or chronic	2024-05-01 17:00:04.329108-04	2024-05-01 17:00:04.329108-04
S32.9XXA	Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture	2024-05-01 17:00:04.330115-04	2024-05-01 17:00:04.330115-04
S32.9XXB	Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for open fracture	2024-05-01 17:00:04.330115-04	2024-05-01 17:00:04.330115-04
S32.9XXD	Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.330115-04	2024-05-01 17:00:04.330115-04
S32.9XXG	Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.330115-04	2024-05-01 17:00:04.330115-04
S32.9XXK	Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.330115-04	2024-05-01 17:00:04.330115-04
S32.9XXS	Fracture of unspecified parts of lumbosacral spine and pelvis, sequela	2024-05-01 17:00:04.330115-04	2024-05-01 17:00:04.330115-04
G44.009	Cluster headache syndrome, unspecified, not intractable	2024-05-01 17:00:04.330699-04	2024-05-01 17:00:04.330699-04
O26.40	Herpes gestationis, unspecified trimester	2024-05-01 17:00:04.331005-04	2024-05-01 17:00:04.331005-04
I37.9	Nonrheumatic pulmonary valve disorder, unspecified	2024-05-01 17:00:04.33159-04	2024-05-01 17:00:04.33159-04
G54.0	Brachial plexus disorders	2024-05-01 17:00:04.332175-04	2024-05-01 17:00:04.332175-04
R45.851	Suicidal ideations	2024-05-01 17:00:04.332488-04	2024-05-01 17:00:04.332488-04
G62.9	Polyneuropathy, unspecified	2024-05-01 17:00:04.33278-04	2024-05-01 17:00:04.33278-04
J80	Acute respiratory distress syndrome	2024-05-01 17:00:04.333351-04	2024-05-01 17:00:04.333351-04
S27.813A	Laceration of esophagus (thoracic part), initial encounter	2024-05-01 17:00:04.334066-04	2024-05-01 17:00:04.334066-04
S27.813D	Laceration of esophagus (thoracic part), subsequent encounter	2024-05-01 17:00:04.334066-04	2024-05-01 17:00:04.334066-04
S27.813S	Laceration of esophagus (thoracic part), sequela	2024-05-01 17:00:04.334066-04	2024-05-01 17:00:04.334066-04
K59.00	Constipation, unspecified	2024-05-01 17:00:04.334413-04	2024-05-01 17:00:04.334413-04
H27.00	Aphakia, unspecified eye	2024-05-01 17:00:04.334703-04	2024-05-01 17:00:04.334703-04
M79.2	Neuralgia and neuritis, unspecified	2024-05-01 17:00:04.335792-04	2024-05-01 17:00:04.335792-04
K29.60	Other gastritis without bleeding	2024-05-01 17:00:04.336328-04	2024-05-01 17:00:04.336328-04
A46	Erysipelas	2024-05-01 17:00:04.336641-04	2024-05-01 17:00:04.336641-04
K13.79	Other lesions of oral mucosa	2024-05-01 17:00:04.336948-04	2024-05-01 17:00:04.336948-04
I82.90	Acute embolism and thrombosis of unspecified vein	2024-05-01 17:00:04.337365-04	2024-05-01 17:00:04.337365-04
I77.810	Thoracic aortic ectasia	2024-05-01 17:00:04.338225-04	2024-05-01 17:00:04.338225-04
N83.519	Torsion of ovary and ovarian pedicle, unspecified side	2024-05-01 17:00:04.33855-04	2024-05-01 17:00:04.33855-04
K76.82	Hepatic encephalopathy	2024-05-01 17:00:04.338863-04	2024-05-01 17:00:04.338863-04
Q79.60	Ehlers-Danlos syndrome, unspecified	2024-05-01 17:00:04.339162-04	2024-05-01 17:00:04.339162-04
R09.01	Asphyxia	2024-05-01 17:00:04.339457-04	2024-05-01 17:00:04.339457-04
S92.209A	Fracture of unspecified tarsal bone(s) of unspecified foot, initial encounter for closed fracture	2024-05-01 17:00:04.339924-04	2024-05-01 17:00:04.339924-04
S92.209B	Fracture of unspecified tarsal bone(s) of unspecified foot, initial encounter for open fracture	2024-05-01 17:00:04.339924-04	2024-05-01 17:00:04.339924-04
S92.209D	Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.339924-04	2024-05-01 17:00:04.339924-04
S92.209G	Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.339924-04	2024-05-01 17:00:04.339924-04
S92.209K	Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.339924-04	2024-05-01 17:00:04.339924-04
S92.209P	Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with malunion	2024-05-01 17:00:04.339924-04	2024-05-01 17:00:04.339924-04
S92.209S	Fracture of unspecified tarsal bone(s) of unspecified foot, sequela	2024-05-01 17:00:04.339924-04	2024-05-01 17:00:04.339924-04
S92.009A	Unspecified fracture of unspecified calcaneus, initial encounter for closed fracture	2024-05-01 17:00:04.340404-04	2024-05-01 17:00:04.340404-04
S92.009B	Unspecified fracture of unspecified calcaneus, initial encounter for open fracture	2024-05-01 17:00:04.340404-04	2024-05-01 17:00:04.340404-04
S92.009D	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.340404-04	2024-05-01 17:00:04.340404-04
S92.009G	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.340404-04	2024-05-01 17:00:04.340404-04
S92.009K	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.340404-04	2024-05-01 17:00:04.340404-04
S92.009P	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with malunion	2024-05-01 17:00:04.340404-04	2024-05-01 17:00:04.340404-04
S92.009S	Unspecified fracture of unspecified calcaneus, sequela	2024-05-01 17:00:04.340404-04	2024-05-01 17:00:04.340404-04
G31.9	Degenerative disease of nervous system, unspecified	2024-05-01 17:00:04.341455-04	2024-05-01 17:00:04.341455-04
L60.3	Nail dystrophy	2024-05-01 17:00:04.341866-04	2024-05-01 17:00:04.341866-04
F45.9	Somatoform disorder, unspecified	2024-05-01 17:00:04.342181-04	2024-05-01 17:00:04.342181-04
D35.1	Benign neoplasm of parathyroid gland	2024-05-01 17:00:04.342463-04	2024-05-01 17:00:04.342463-04
H71.90	Unspecified cholesteatoma, unspecified ear	2024-05-01 17:00:04.342754-04	2024-05-01 17:00:04.342754-04
B19.10	Unspecified viral hepatitis B without hepatic coma	2024-05-01 17:00:04.343035-04	2024-05-01 17:00:04.343035-04
C64.9	Malignant neoplasm of unspecified kidney, except renal pelvis	2024-05-01 17:00:04.343317-04	2024-05-01 17:00:04.343317-04
N85.8	Other specified noninflammatory disorders of uterus	2024-05-01 17:00:04.343599-04	2024-05-01 17:00:04.343599-04
E87.29	Other acidosis	2024-05-01 17:00:04.34387-04	2024-05-01 17:00:04.34387-04
M72.4	Pseudosarcomatous fibromatosis	2024-05-01 17:00:04.344281-04	2024-05-01 17:00:04.344281-04
B54	Unspecified malaria	2024-05-01 17:00:04.344691-04	2024-05-01 17:00:04.344691-04
M21.619	Bunion of unspecified foot	2024-05-01 17:00:04.344966-04	2024-05-01 17:00:04.344966-04
E83.52	Hypercalcemia	2024-05-01 17:00:04.345245-04	2024-05-01 17:00:04.345245-04
I21.4	Non-ST elevation (NSTEMI) myocardial infarction	2024-05-01 17:00:04.345535-04	2024-05-01 17:00:04.345535-04
M86.9	Osteomyelitis, unspecified	2024-05-01 17:00:04.345814-04	2024-05-01 17:00:04.345814-04
L94.2	Calcinosis cutis	2024-05-01 17:00:04.3461-04	2024-05-01 17:00:04.3461-04
L43.2	Lichenoid drug reaction	2024-05-01 17:00:04.346385-04	2024-05-01 17:00:04.346385-04
T50.905A	Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter	2024-05-01 17:00:04.346385-04	2024-05-01 17:00:04.346385-04
T50.905D	Adverse effect of unspecified drugs, medicaments and biological substances, subsequent encounter	2024-05-01 17:00:04.346385-04	2024-05-01 17:00:04.346385-04
T50.905S	Adverse effect of unspecified drugs, medicaments and biological substances, sequela	2024-05-01 17:00:04.346385-04	2024-05-01 17:00:04.346385-04
G25.5	Other chorea	2024-05-01 17:00:04.346746-04	2024-05-01 17:00:04.346746-04
Q75.8	Other specified congenital malformations of skull and face bones	2024-05-01 17:00:04.347025-04	2024-05-01 17:00:04.347025-04
T81.590A	Other complications of foreign body accidentally left in body following surgical operation, initial encounter	2024-05-01 17:00:04.347317-04	2024-05-01 17:00:04.347317-04
T81.590D	Other complications of foreign body accidentally left in body following surgical operation, subsequent encounter	2024-05-01 17:00:04.347317-04	2024-05-01 17:00:04.347317-04
T81.590S	Other complications of foreign body accidentally left in body following surgical operation, sequela	2024-05-01 17:00:04.347317-04	2024-05-01 17:00:04.347317-04
L30.2	Cutaneous autosensitization	2024-05-01 17:00:04.347922-04	2024-05-01 17:00:04.347922-04
D59.5	Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]	2024-05-01 17:00:04.348231-04	2024-05-01 17:00:04.348231-04
E10.9	Type 1 diabetes mellitus without complications	2024-05-01 17:00:04.348528-04	2024-05-01 17:00:04.348528-04
D89.1	Cryoglobulinemia	2024-05-01 17:00:04.348841-04	2024-05-01 17:00:04.348841-04
M25.50	Pain in unspecified joint	2024-05-01 17:00:04.350063-04	2024-05-01 17:00:04.350063-04
A30.9	Leprosy, unspecified	2024-05-01 17:00:04.350376-04	2024-05-01 17:00:04.350376-04
A48.3	Toxic shock syndrome	2024-05-01 17:00:04.351083-04	2024-05-01 17:00:04.351083-04
B95.8	Unspecified staphylococcus as the cause of diseases classified elsewhere	2024-05-01 17:00:04.351083-04	2024-05-01 17:00:04.351083-04
S05.10XA	Contusion of eyeball and orbital tissues, unspecified eye, initial encounter	2024-05-01 17:00:04.351684-04	2024-05-01 17:00:04.351684-04
S05.10XD	Contusion of eyeball and orbital tissues, unspecified eye, subsequent encounter	2024-05-01 17:00:04.351684-04	2024-05-01 17:00:04.351684-04
S05.10XS	Contusion of eyeball and orbital tissues, unspecified eye, sequela	2024-05-01 17:00:04.351684-04	2024-05-01 17:00:04.351684-04
H34.10	Central retinal artery occlusion, unspecified eye	2024-05-01 17:00:04.352044-04	2024-05-01 17:00:04.352044-04
R37	Sexual dysfunction, unspecified	2024-05-01 17:00:04.353307-04	2024-05-01 17:00:04.353307-04
N92.6	Irregular menstruation, unspecified	2024-05-01 17:00:04.353607-04	2024-05-01 17:00:04.353607-04
Q21.0	Ventricular septal defect	2024-05-01 17:00:04.353889-04	2024-05-01 17:00:04.353889-04
E28.2	Polycystic ovarian syndrome	2024-05-01 17:00:04.354165-04	2024-05-01 17:00:04.354165-04
N61.1	Abscess of the breast and nipple	2024-05-01 17:00:04.354451-04	2024-05-01 17:00:04.354451-04
G12.29	Other motor neuron disease	2024-05-01 17:00:04.354735-04	2024-05-01 17:00:04.354735-04
H25.9	Unspecified age-related cataract	2024-05-01 17:00:04.355276-04	2024-05-01 17:00:04.355276-04
K81.0	Acute cholecystitis	2024-05-01 17:00:04.355682-04	2024-05-01 17:00:04.355682-04
S06.0X0A	Concussion without loss of consciousness, initial encounter	2024-05-01 17:00:04.35597-04	2024-05-01 17:00:04.35597-04
S06.0X0D	Concussion without loss of consciousness, subsequent encounter	2024-05-01 17:00:04.35597-04	2024-05-01 17:00:04.35597-04
S06.0X0S	Concussion without loss of consciousness, sequela	2024-05-01 17:00:04.35597-04	2024-05-01 17:00:04.35597-04
N48.6	Induration penis plastica	2024-05-01 17:00:04.356318-04	2024-05-01 17:00:04.356318-04
R07.89	Other chest pain	2024-05-01 17:00:04.356619-04	2024-05-01 17:00:04.356619-04
E63.9	Nutritional deficiency, unspecified	2024-05-01 17:00:04.35692-04	2024-05-01 17:00:04.35692-04
H40.9	Unspecified glaucoma	2024-05-01 17:00:04.357217-04	2024-05-01 17:00:04.357217-04
K21.9	Gastro-esophageal reflux disease without esophagitis	2024-05-01 17:00:04.357522-04	2024-05-01 17:00:04.357522-04
K13.21	Leukoplakia of oral mucosa, including tongue	2024-05-01 17:00:04.357822-04	2024-05-01 17:00:04.357822-04
M43.6	Torticollis	2024-05-01 17:00:04.358129-04	2024-05-01 17:00:04.358129-04
L50.9	Urticaria, unspecified	2024-05-01 17:00:04.358846-04	2024-05-01 17:00:04.358846-04
Q61.02	Congenital multiple renal cysts	2024-05-01 17:00:04.359142-04	2024-05-01 17:00:04.359142-04
F63.3	Trichotillomania	2024-05-01 17:00:04.3597-04	2024-05-01 17:00:04.3597-04
L28.1	Prurigo nodularis	2024-05-01 17:00:04.360275-04	2024-05-01 17:00:04.360275-04
H35.109	Retinopathy of prematurity, unspecified, unspecified eye	2024-05-01 17:00:04.360556-04	2024-05-01 17:00:04.360556-04
D57.00	Hb-SS disease with crisis, unspecified	2024-05-01 17:00:04.360857-04	2024-05-01 17:00:04.360857-04
R56.00	Simple febrile convulsions	2024-05-01 17:00:04.361416-04	2024-05-01 17:00:04.361416-04
D47.1	Chronic myeloproliferative disease	2024-05-01 17:00:04.361838-04	2024-05-01 17:00:04.361838-04
B05.9	Measles without complication	2024-05-01 17:00:04.362115-04	2024-05-01 17:00:04.362115-04
M32.9	Systemic lupus erythematosus, unspecified	2024-05-01 17:00:04.362391-04	2024-05-01 17:00:04.362391-04
I12.9	Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	2024-05-01 17:00:04.363313-04	2024-05-01 17:00:04.363313-04
G57.60	Lesion of plantar nerve, unspecified lower limb	2024-05-01 17:00:04.363623-04	2024-05-01 17:00:04.363623-04
N01.9	Rapidly progressive nephritic syndrome with unspecified morphologic changes	2024-05-01 17:00:04.36391-04	2024-05-01 17:00:04.36391-04
L82.0	Inflamed seborrheic keratosis	2024-05-01 17:00:04.364198-04	2024-05-01 17:00:04.364198-04
L50.8	Other urticaria	2024-05-01 17:00:04.364496-04	2024-05-01 17:00:04.364496-04
Q01.9	Encephalocele, unspecified	2024-05-01 17:00:04.365493-04	2024-05-01 17:00:04.365493-04
R09.81	Nasal congestion	2024-05-01 17:00:04.366077-04	2024-05-01 17:00:04.366077-04
K57.90	Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding	2024-05-01 17:00:04.366432-04	2024-05-01 17:00:04.366432-04
K57.10	Diverticulosis of small intestine without perforation or abscess without bleeding	2024-05-01 17:00:04.366758-04	2024-05-01 17:00:04.366758-04
D80.1	Nonfamilial hypogammaglobulinemia	2024-05-01 17:00:04.367084-04	2024-05-01 17:00:04.367084-04
R19.4	Change in bowel habit	2024-05-01 17:00:04.367416-04	2024-05-01 17:00:04.367416-04
D63.8	Anemia in other chronic diseases classified elsewhere	2024-05-01 17:00:04.367998-04	2024-05-01 17:00:04.367998-04
D3A.098	Benign carcinoid tumors of other sites	2024-05-01 17:00:04.368653-04	2024-05-01 17:00:04.368653-04
L91.8	Other hypertrophic disorders of the skin	2024-05-01 17:00:04.368942-04	2024-05-01 17:00:04.368942-04
D47.01	Cutaneous mastocytosis	2024-05-01 17:00:04.369236-04	2024-05-01 17:00:04.369236-04
R23.3	Spontaneous ecchymoses	2024-05-01 17:00:04.369532-04	2024-05-01 17:00:04.369532-04
K26.5	Chronic or unspecified duodenal ulcer with perforation	2024-05-01 17:00:04.37008-04	2024-05-01 17:00:04.37008-04
O36.8990	Maternal care for other specified fetal problems, unspecified trimester, not applicable or unspecified	2024-05-01 17:00:04.370363-04	2024-05-01 17:00:04.370363-04
N28.85	Pyeloureteritis cystica	2024-05-01 17:00:04.370757-04	2024-05-01 17:00:04.370757-04
M54.30	Sciatica, unspecified side	2024-05-01 17:00:04.37104-04	2024-05-01 17:00:04.37104-04
K25.9	Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation	2024-05-01 17:00:04.371327-04	2024-05-01 17:00:04.371327-04
H91.90	Unspecified hearing loss, unspecified ear	2024-05-01 17:00:04.371608-04	2024-05-01 17:00:04.371608-04
K13.70	Unspecified lesions of oral mucosa	2024-05-01 17:00:04.371907-04	2024-05-01 17:00:04.371907-04
D56.9	Thalassemia, unspecified	2024-05-01 17:00:04.372196-04	2024-05-01 17:00:04.372196-04
D53.1	Other megaloblastic anemias, not elsewhere classified	2024-05-01 17:00:04.372996-04	2024-05-01 17:00:04.372996-04
R53.82	Chronic fatigue, unspecified	2024-05-01 17:00:04.373287-04	2024-05-01 17:00:04.373287-04
G91.9	Hydrocephalus, unspecified	2024-05-01 17:00:04.373702-04	2024-05-01 17:00:04.373702-04
L51.2	Toxic epidermal necrolysis [Lyell]	2024-05-01 17:00:04.374115-04	2024-05-01 17:00:04.374115-04
I24.1	Dressler's syndrome	2024-05-01 17:00:04.374421-04	2024-05-01 17:00:04.374421-04
I73.00	Raynaud's syndrome without gangrene	2024-05-01 17:00:04.374863-04	2024-05-01 17:00:04.374863-04
D07.4	Carcinoma in situ of penis	2024-05-01 17:00:04.375459-04	2024-05-01 17:00:04.375459-04
I31.4	Cardiac tamponade	2024-05-01 17:00:04.375819-04	2024-05-01 17:00:04.375819-04
Q39.0	Atresia of esophagus without fistula	2024-05-01 17:00:04.376118-04	2024-05-01 17:00:04.376118-04
S04.019A	Injury of optic nerve, unspecified eye, initial encounter	2024-05-01 17:00:04.376431-04	2024-05-01 17:00:04.376431-04
S04.019D	Injury of optic nerve, unspecified eye, subsequent encounter	2024-05-01 17:00:04.376431-04	2024-05-01 17:00:04.376431-04
S04.019S	Injury of optic nerve, unspecified eye, sequela	2024-05-01 17:00:04.376431-04	2024-05-01 17:00:04.376431-04
N73.9	Female pelvic inflammatory disease, unspecified	2024-05-01 17:00:04.376791-04	2024-05-01 17:00:04.376791-04
M41.9	Scoliosis, unspecified	2024-05-01 17:00:04.377341-04	2024-05-01 17:00:04.377341-04
M89.40	Other hypertrophic osteoarthropathy, unspecified site	2024-05-01 17:00:04.377621-04	2024-05-01 17:00:04.377621-04
E66.3	Overweight	2024-05-01 17:00:04.377924-04	2024-05-01 17:00:04.377924-04
M25.539	Pain in unspecified wrist	2024-05-01 17:00:04.37822-04	2024-05-01 17:00:04.37822-04
S93.519A	Sprain of interphalangeal joint of unspecified toe(s), initial encounter	2024-05-01 17:00:04.378511-04	2024-05-01 17:00:04.378511-04
S93.519D	Sprain of interphalangeal joint of unspecified toe(s), subsequent encounter	2024-05-01 17:00:04.378511-04	2024-05-01 17:00:04.378511-04
S93.519S	Sprain of interphalangeal joint of unspecified toe(s), sequela	2024-05-01 17:00:04.378511-04	2024-05-01 17:00:04.378511-04
J42	Unspecified chronic bronchitis	2024-05-01 17:00:04.378875-04	2024-05-01 17:00:04.378875-04
N81.4	Uterovaginal prolapse, unspecified	2024-05-01 17:00:04.379552-04	2024-05-01 17:00:04.379552-04
I77.3	Arterial fibromuscular dysplasia	2024-05-01 17:00:04.379839-04	2024-05-01 17:00:04.379839-04
K74.60	Unspecified cirrhosis of liver	2024-05-01 17:00:04.380223-04	2024-05-01 17:00:04.380223-04
K05.30	Chronic periodontitis, unspecified	2024-05-01 17:00:04.380872-04	2024-05-01 17:00:04.380872-04
R94.5	Abnormal results of liver function studies	2024-05-01 17:00:04.381179-04	2024-05-01 17:00:04.381179-04
Q61.3	Polycystic kidney, unspecified	2024-05-01 17:00:04.381465-04	2024-05-01 17:00:04.381465-04
F31.30	Bipolar disorder, current episode depressed, mild or moderate severity, unspecified	2024-05-01 17:00:04.382396-04	2024-05-01 17:00:04.382396-04
D48.9	Neoplasm of uncertain behavior, unspecified	2024-05-01 17:00:04.382692-04	2024-05-01 17:00:04.382692-04
I26.99	Other pulmonary embolism without acute cor pulmonale	2024-05-01 17:00:04.383182-04	2024-05-01 17:00:04.383182-04
Q85.00	Neurofibromatosis, unspecified	2024-05-01 17:00:04.383493-04	2024-05-01 17:00:04.383493-04
K57.32	Diverticulitis of large intestine without perforation or abscess without bleeding	2024-05-01 17:00:04.383816-04	2024-05-01 17:00:04.383816-04
L90.8	Other atrophic disorders of skin	2024-05-01 17:00:04.384434-04	2024-05-01 17:00:04.384434-04
B19.20	Unspecified viral hepatitis C without hepatic coma	2024-05-01 17:00:04.385261-04	2024-05-01 17:00:04.385261-04
L94.9	Localized connective tissue disorder, unspecified	2024-05-01 17:00:04.385546-04	2024-05-01 17:00:04.385546-04
I47.21	Torsades de pointes	2024-05-01 17:00:04.386184-04	2024-05-01 17:00:04.386184-04
Z22.7	Latent tuberculosis	2024-05-01 17:00:04.386965-04	2024-05-01 17:00:04.386965-04
E73.9	Lactose intolerance, unspecified	2024-05-01 17:00:04.387248-04	2024-05-01 17:00:04.387248-04
A53.9	Syphilis, unspecified	2024-05-01 17:00:04.387526-04	2024-05-01 17:00:04.387526-04
M40.209	Unspecified kyphosis, site unspecified	2024-05-01 17:00:04.387804-04	2024-05-01 17:00:04.387804-04
A54.9	Gonococcal infection, unspecified	2024-05-01 17:00:04.388095-04	2024-05-01 17:00:04.388095-04
L55.0	Sunburn of first degree	2024-05-01 17:00:04.388376-04	2024-05-01 17:00:04.388376-04
R06.3	Periodic breathing	2024-05-01 17:00:04.38866-04	2024-05-01 17:00:04.38866-04
D89.813	Graft-versus-host disease, unspecified	2024-05-01 17:00:04.388947-04	2024-05-01 17:00:04.388947-04
T84.9XXA	Unspecified complication of internal orthopedic prosthetic device, implant and graft, initial encounter	2024-05-01 17:00:04.389228-04	2024-05-01 17:00:04.389228-04
T84.9XXD	Unspecified complication of internal orthopedic prosthetic device, implant and graft, subsequent encounter	2024-05-01 17:00:04.389228-04	2024-05-01 17:00:04.389228-04
T84.9XXS	Unspecified complication of internal orthopedic prosthetic device, implant and graft, sequela	2024-05-01 17:00:04.389228-04	2024-05-01 17:00:04.389228-04
L21.8	Other seborrheic dermatitis	2024-05-01 17:00:04.38958-04	2024-05-01 17:00:04.38958-04
R63.2	Polyphagia	2024-05-01 17:00:04.389871-04	2024-05-01 17:00:04.389871-04
H72.90	Unspecified perforation of tympanic membrane, unspecified ear	2024-05-01 17:00:04.39018-04	2024-05-01 17:00:04.39018-04
C81.90	Hodgkin lymphoma, unspecified, unspecified site	2024-05-01 17:00:04.390491-04	2024-05-01 17:00:04.390491-04
N72	Inflammatory disease of cervix uteri	2024-05-01 17:00:04.390791-04	2024-05-01 17:00:04.390791-04
E88.09	Other disorders of plasma-protein metabolism, not elsewhere classified	2024-05-01 17:00:04.391221-04	2024-05-01 17:00:04.391221-04
S72.90XA	Unspecified fracture of unspecified femur, initial encounter for closed fracture	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XB	Unspecified fracture of unspecified femur, initial encounter for open fracture type I or II	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XC	Unspecified fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XD	Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with routine healing	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XE	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XF	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XG	Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XH	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XJ	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XK	Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with nonunion	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XM	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XN	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XP	Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with malunion	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XQ	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
S72.90XR	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	2024-05-01 17:00:04.391557-04	2024-05-01 17:00:04.391557-04
