name,longitude,latitude,address,category,vha,phone,lastColumn
Rusike,31.51822090150,-17.87261000000,"Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Ruwa,31.23760986330,-17.89006000000,"465Q+JJJ, Chiremba Rd, Ruwa, ZW",Clinic,FALSE,,
Ruwa Rehab.,31.23513984680,-17.90167000000,"Ruwa, Goromonzi, Mashonaland East Province, ZW",Hospital,FALSE,,
Gejo raRuby,31.32380000000,-17.74040000000,"Arcturas, Goromonzi, Mashonaland East Province, ZW",RHC,FALSE,,
Goromonzi High ,31.35970000000,-17.86720000000,"Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Joan Rankini ,31.38470000000,-17.72230000000,"Juru, Goromonzi, Mashonaland East Province, ZW",RHC,FALSE,,
Melfort ,31.32400000000,-17.99980000000,"Tullichewan, Goromonzi, Mashonaland East Province, ZW",RHC,FALSE,,
Rusununguko ,31.43310000000,-17.99160000000,"Goromonzi, Mashonaland East Province, ZW",RHC,FALSE,,
Ruwa ,31.23770000000,-17.89020000000,"465Q+JJJ, Chiremba Rd, Ruwa, ZW",DayCare RHC,FALSE,,
Ruwa ,31.24180000000,-17.89660000000,"Ruwa, Goromonzi, Mashonaland East Province, ZW",PolyClinic,FALSE,,
St Joseph's ,31.19640000000,-17.75140000000,"3 Chishawasha Rd, ZW",RHC,FALSE,,
Arcturus,31.31640000000,-17.77860000000,"Arcturas, Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Angwa,30.30805969240,-16.10195000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Bakasa,30.69277954100,-16.52667000000,"Bakasa, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Bepura,30.67250061040,-16.85667000000,"Mudhindo Township Stand Number 102, ZW",Clinic,FALSE,,
Bvochora,30.58551979060,-16.57822000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Chapoto,30.39763069150,-15.70058000000,"Kanyemba, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Chidodo,31.05616950990,-16.02513000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Chikafa,30.56088066100,-16.00798000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Chipuriro,30.72571945190,-16.77972000000,"Chikakonya, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Chitsungo,30.55571937560,-16.27722000000,"Mushumbi Pools, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Gonono,30.83333015440,-16.08695000000,"Gonono road, Ward4, Mbire, ZW",Clinic,FALSE,,
Gota,30.65777969360,-16.58639000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Guruve,30.70222091670,-16.67111000000,"Guruve, Mashonaland Central Province, ZW",District Hospital,FALSE,,
Horseshoe,30.88666915890,-16.70306000000,"Horse Shoe Rd, ZW",Clinic,FALSE,,
Kachuta,30.50264930730,-16.63361000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Mahuwe,30.73527908330,-16.38389000000,"Bakasa, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Mashumbi,30.55669975280,-16.17507000000,"Mushumbi Pools, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Masoka,30.16666984560,-16.16667000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Masomo,30.89067077640,-16.31323000000,"Centenary, Mashonaland Central Province, ZW",Clinic,FALSE,,
Matsvitsi,30.61083030700,-16.67278000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Msengezi,31.11824989320,-16.11073000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Negomo,30.75917053220,-16.51056000000,"Bakasa, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Nyakapupu,30.62805938720,-16.75167000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Nyamhondoro,30.75778007510,-16.85139000000,"Disi, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Ruyamuro,30.79528045650,-16.71917000000,"Horse Shoe Rd, ZW",Clinic,FALSE,,
Shinje,30.72360992430,-16.70667000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Birkdale,30.71890000000,-16.96896600000,"Disi, Guruve, Mashonaland Central Province, ZW",Rural Health Centre,FALSE,,
Mugarakamwe,30.57957000000,-16.86427000000,"Disi, Guruve, Mashonaland Central Province, ZW",Rural Health Centre,FALSE,,
Kemutamba,30.44222000000,-16.63607000000,"Makonde, Mashonaland Central Province, ZW",Rural Health Centre,FALSE,,
Kamusasa,30.87209000000,-16.66756000000,"Horse Shoe Rd, ZW",Clinic,FALSE,,
Guruve ,30.70320000000,-16.66280000000,"Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Brandon ,30.58410000000,-16.96990000000,"Disi, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Birkdale,30.71910000000,-16.96900000000,"Disi, Guruve, Mashonaland Central Province, ZW",Clinic,FALSE,,
Chepiri,31.88508033750,-19.80603000000,"Kubiko, Buhera, Masvingo Province, ZW",Clinic,FALSE,,
Chimombe,31.60614013670,-19.67189000000,"Gutu, Masvingo Province, ZW",Rural Hospital,FALSE,,
Chinyika,31.48505973820,-19.50567000000,"Chitsa, Gutu, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Chitando,31.20241928100,-19.90722000000,"Gutu, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Chitsa,31.61733055110,-19.50175000000,"Chitsa, Gutu, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Chiwore,30.83930969240,-19.63397000000,"Chatsworth, Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Dambara,31.28635978700,-19.37464000000,"Sote Source, Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Denhere,31.18907928470,-19.28422000000,"Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Devure,31.38666915890,-19.66761000000,"Gutu, Masvingo Province, ZW",Mission Clinic,FALSE,,
Guni,31.14068984990,-20.00739000000,"Rurgwe, Masvingo, Masvingo Province, ZW",Clinic,FALSE,,
Gutu,31.15007972720,-19.65761000000,"Gutu, Masvingo Province, ZW",Hospital,FALSE,,
Gutu,31.21805953980,-19.65678000000,"Gutu, Masvingo Province, ZW",Mission Hospital,FALSE,,
Magombedze,31.35021972660,-19.75803000000,"Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Majarada,31.38452911380,-19.83931000000,"Glencova, Gutu, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Zinhata,31.58646965030,-19.81789000000,"Muvuti, Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Mataruse,31.77186012270,-19.61928000000,"Kubiko, Buhera, Masvingo Province, ZW",Clinic,FALSE,,
Matizha,30.96875000000,-19.47356000000,"Felixburg, Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Mazura,31.64043998720,-19.60406000000,"Chitsa, Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Mukaro,31.15789031980,-19.75686000000,"Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Munyikwa,31.80521965030,-19.72236000000,"Kubiko, Buhera, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Mushaviri,31.10091972350,-19.72333000000,"Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Mutema,30.98797035220,-19.88822000000,"Masvingo, Masvingo Province, ZW",Clinic,FALSE,,
Mutero,31.43803024290,-19.63433000000,"Gutu, Masvingo Province, ZW",Mission Clinic,FALSE,,
Nemashakwe,31.68405914310,-19.83439000000,"Muvuti, Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Nerupiri,31.03528022770,-19.85586000000,"Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Nyazvidzi,31.36735916140,-19.40494000000,"Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Serima,30.88368988040,-19.51861000000,"Felixburg, Gutu, Masvingo Province, ZW",Mission Hospital,FALSE,,
Soti Source,31.20718955990,-19.45097000000,"Sote Source, Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Tirizi,31.45027923580,-19.75394000000,"Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Zvavahera,31.35560989380,-19.57472000000,"Gutu, Masvingo Province, ZW",Clinic,FALSE,,
Blanket Mine,28.90613937380,-20.87447000000,"Vubachikwe, Gwanda, Matabeleland South Province, ZW",Mine Clinic,FALSE,,
Buvuma,29.20446968080,-21.46747000000,"Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Collen Bawn,29.22178077700,-21.00350000000,"Colleen Bawn, Gwanda, Matabeleland South Province, ZW",Mine Clinic,FALSE,,
Freda Mine,28.80032920840,-20.97178000000,"Matobo, Matabeleland South Province, ZW",Mine Clinic,FALSE,,
Gungwe,28.88731002810,-21.45617000000,"Mbizo, Gwanda, Matabeleland South Province, ZW",Rural Health Centre,FALSE,,
Gwanda Prison,29.00653076170,-20.95706000000,"Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Gwanda Prov. Hosp,29.00005912780,-20.95786000000,"Gwanda, Matabeleland South Province, ZW",Provincial Hospital,FALSE,,
Jessie Mine,29.32280921940,-21.05517000000,"West Nicholson, Gwanda, Matabeleland South Province, ZW",Mine Clinic,FALSE,,
JZ Moyo,29.37214088440,-20.99019000000,"Colleen Bawn, Insiza, Matabeleland South Province, ZW",School Clinic,FALSE,,
Kafusi,28.77222061160,-21.60386000000,"Mbizo, Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Makwe,28.75638961790,-20.96919000000,"Matobo, Matabeleland South Province, ZW",Rural Health Centre,FALSE,,
Manama,28.99114036560,-21.57014000000,"Mashaba, Gwanda, Matabeleland South Province, ZW",Mission Hospital,FALSE,,
Vumba-Chingwe,28.92378044130,-20.88653000000,"Vubachikwe, Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
ZNFPC,29.01849937440,-20.94064000000,"Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Mashaba,28.95038986210,-21.66825000000,"Mashaba, Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Mtshabezi,28.90691947940,-20.70111000000,"Umzingwane, Matabeleland South Province, ZW",Mission Hospital,FALSE,,
Mzimuni,29.13558006290,-20.65025000000,"Umzingwane, Matabeleland South Province, ZW",Clinic,FALSE,,
Nhwali,29.20549964900,-21.70358000000,"Hwali, Gwanda, Matabeleland South Province, ZW",Rural Health Centre,FALSE,,
Ntalale,28.88607978820,-21.35731000000,"Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Pakama,29.02396965030,-20.93975000000,"Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Sengwezani,28.97450065610,-21.37139000000,"Guyu, Gwanda, Matabeleland South Province, ZW",Rural Health Centre,FALSE,,
Silonga,29.17406082150,-21.38333000000,"Guyu, Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Simbumbumbu,28.75761032100,-20.75217000000,"Matobo, Matabeleland South Province, ZW",Rural Health Centre,FALSE,,
Stanmore,29.03660964970,-20.66992000000,"Umzingwane, Matabeleland South Province, ZW",Clinic,FALSE,,
Dwala,29.71504000000,-21.08346000000,"Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Oakley Block,29.35371000000,-21.36520000000,"Gwanda, Matabeleland South Province, ZW",Clinic(Not Open),FALSE,,
Mapate,28.90015000000,-21.57018000000,"Mbizo, Gwanda, Matabeleland South Province, ZW",Cliniclinic,FALSE,,
Garanyemba,28.98773000000,-21.16676000000,"Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Joshua Mqabuko Nkomo,29.01290000000,-20.95247000000,"Gwanda, Matabeleland South Province, ZW",School Clinic,FALSE,,
Lushongwe,28.78025000000,-21.01852000000,"Matobo, Matabeleland South Province, ZW",Clinic,FALSE,,
ZRP,29.01240000000,-20.93730000000,"Gwanda, Matabeleland South Province, ZW",ZRP clinic,FALSE,,
West Nicolson,29.36890000000,-21.07090000000,"West Nicholson, Gwanda, Matabeleland South Province, ZW",Clinic,FALSE,,
Sitezi,28.80050000000,-20.82090000000,"Vubachikwe, Matobo, Matabeleland South Province, ZW",clinic,FALSE,,
Chikwingwizha,29.95642089840,-19.55550000000,"Guinea Fowl, Shurugwi, Midlands Province, ZW",Clinic,FALSE,,
Chiundura,29.95261001590,-19.23689000000,"Siwundula, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Connemara,29.81996917720,-19.20722000000,"Connemara, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Gunde,30.00278091430,-19.18781000000,"Siwundula, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Gweru P.H,29.83908081050,-19.47222000000,"Plot 199 Senga Road, Gweru, ZW",Provincial Hospital,FALSE,,
Kabanga,30.07344055180,-19.13950000000,"Siwundula, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Lower Gweru,29.54042053220,-19.38747000000,"Rosmalind, Gweru, Midlands Province, ZW",Mission Clinic,FALSE,,
Maboleni,29.43983078000,-19.29136000000,"Rosmalind, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Madhikani,29.30513954160,-19.27042000000,"Mahlathini Rd, ZW",Clinic,FALSE,,
Makepesi,29.56883049010,-19.38919000000,"Insukmini, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Mangwande,29.42280960080,-19.37181000000,"Lower Gwelo, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Vungu,29.47228050230,-19.40322000000,"Rosmalind, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Whahwa,30.02071952820,-19.35661000000,"Wha Wha, Gweru, Midlands Province, ZW",Prison Clinic,FALSE,,
Masvori,30.05999946590,-19.21278000000,"Siwundula, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Mlezu,29.92036056520,-19.15614000000,"Siwundula, Gweru, Midlands Province, ZW",Rural Health Centre,FALSE,,
Nkululeko,29.65280914310,-19.20103000000,"Gweru, Midlands Province, ZW",Rural Health Centre,FALSE,,
Ntabamhlope,29.40489006040,-19.17239000000,"Gweru, Midlands Province, ZW",Rural Health Centre,FALSE,,
Somabula,29.66994094850,-19.70069000000,"Somabhula, Midlands Province, ZW",Clinic,FALSE,,
St Patricks,29.90280914310,-19.22369000000,"Connemara, Gweru, Midlands Province, ZW",Mission Clinic,FALSE,,
Dabuka,29.78063000000,-19.52241000000,"Dabuka Train Marshalling Yard, A5, Gweru, ZW",Clinic,FALSE,,
Railways,29.80665000000,-19.45662000000,"Gweru Railway Station, Tenth St, Gweru, ZW",Clinic,FALSE,,
Kariba,29.78741000000,-19.46933000000,"GQJQ+H4P Tile Factory, Bristol Rd, Gweru, ZW",Clinic,FALSE,,
Ivene,29.80070000000,-19.49625000000,"Gweru, Midlands Province, ZW",Clinic,FALSE,,
Totonga,29.82668000000,-19.42968000000,"11 Boundary Rd, Gweru, ZW",Clinic,FALSE,,
Monomutapa,29.80173000000,-19.44489000000,"HR33+R42, Chiwundura Rd, Gweru, ZW",Clinic,FALSE,,
Child Welfare,29.83183000000,-19.46832000000,"Simpson Rd, Gweru, ZW",Clinic,FALSE,,
Senga Poly,29.83814000000,-19.49622000000,"Senga Twp, Shurugwi, Midlands Province, ZW",Clinic,FALSE,,
Mkoba Poly,29.75082000000,-19.45900000000,"Mkoba Twp, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Sino Zimbabwe,30.05050000000,-19.41840000000,"Wha Wha, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Nyama,29.34163000000,-19.21865000000,"Lower Gwelo, Gweru, Midlands Province, ZW",Clinic,FALSE,,
Isolation,29.79211000000,-19.43009000000,"Gweru, Midlands Province, ZW",Hospital,FALSE,,
Zim alloys,29.79629000000,-19.46333000000,"Gweru, Midlands Province, ZW",clinic,FALSE,,
Zim Alloys,29.79629000000,-19.46333000000,"Gweru, Midlands Province, ZW",Clinic,FALSE,,
Zim Glass,29.79642000000,-19.45721000000,"Gweru, Midlands Province, ZW",Clinic,FALSE,,
Claybank,29.83327000000,-19.46829000000,"Simpson Rd, Gweru, ZW",Hospital,FALSE,,
ZIMCAST,29.79985000000,-19.46364000000,"2223 Portland Road, Gweru, ZW",Clinic,FALSE,,
Mkoba 1,29.76658000000,-19.46726000000,"Mkoba Twp, Gweru, Midlands Province, ZW",Clinic,FALSE,,
BATA,29.79553000000,-19.47412000000,"Gweru, Midlands Province, ZW",Clinic,FALSE,,
Highlands ,31.08560000000,-17.81870000000,"Boundary Rd, Harare, ZW",PC clinic,FALSE,,
Highlands ,31.08910000000,-17.79970000000,"Harare, Harare Province, ZW",FHS,FALSE,,
Greendale,31.12910000000,-17.81050000000,"Queen Elizabeth Rd, Harare, ZW",FHS,FALSE,,
Mabvuku,31.19710000000,-17.83570000000,"Harare, Harare Province, ZW",Poly clinic,FALSE,,
Tafara,31.21350000000,-17.83160000000,"Harare, Harare Province, ZW",clinic,FALSE,,
Caledonia,31.23480000000,-17.84510000000,"Ruwa, Goromonzi, Mashonaland East Province, ZW",clinic,FALSE,,
Mabvuku,31.18410000000,-17.83890000000,"Harare, Harare Province, ZW",FHS,FALSE,,
Hatfield,31.08640000000,-17.87870000000,"St Patricks Rd, Harare, ZW",clinic,FALSE,,
Matapi,31.04270000000,-17.85890000000,"Harare Rd, Harare, ZW",clinic,FALSE,,
Avondale,31.02910000000,-17.78830000000,"15 Cambridge Rd, Harare, ZW",clinic,FALSE,,
Mabelreign,30.99870000000,-17.79140000000,"382 Stortford Pde., Harare, ZW",satellite clinic,FALSE,,
Malborough,30.99810000000,-17.75680000000,"Elizabeth Windsor Rd, Harare, ZW",satellite clinic,FALSE,,
Hatcliffe ,31.10750000000,-17.69740000000,"Harare, Harare Province, ZW",Poly clinic,FALSE,,
Mufakose,30.92970000000,-17.86690000000,"Harare, Harare Province, ZW",Poly clinic,FALSE,,
Kambuzuma,30.96830000000,-17.85810000000,"Harare, Harare Province, ZW",Poly clinic,FALSE,,
Southerton,31.00890000000,-17.86630000000,"28 Britannia Rd, Harare, ZW",clinic,FALSE,,
Mbare ,31.03550000000,-17.85970000000,"42RP+45G, Third Ave, Harare, ZW",Poly clinic,FALSE,,
Mbare hostels,31.03930000000,-17.86660000000,"Harare, Harare Province, ZW",clinic,FALSE,,
Waterfalls,31.03080000000,-17.89030000000,"Harare, Harare Province, ZW",clinic,FALSE,,
Glen norah,30.96900000000,-17.90580000000,"Harare, Harare Province, ZW",Satellite clinic,FALSE,,
Western Triangle,30.98040000000,-17.89490000000,"Harare, Harare Province, ZW",clinic,FALSE,,
Glen view,30.95080000000,-17.90800000000,"Harare, Harare Province, ZW",Poly clinic,FALSE,,
Budiriro,30.93540000000,-17.89120000000,"5th Rd, Harare, ZW",Poly clinic,FALSE,,
Hopley,30.99000000000,-17.92490000000,"Harare, Harare Province, ZW",clinic,FALSE,,
Rutsanana,30.98610000000,-17.90650000000,"Harare, Harare Province, ZW",clinic,FALSE,,
Highfield,30.99450000000,-17.88460000000,"Harare, Harare Province, ZW",Poly clinic,FALSE,,
Beatrice Infectious,31.02820000000,-17.86010000000,"Infectious Diseases Hospital, 423 simon Maozorodze, Harare, ZW",Hospital,FALSE,,
Mt pleasant,31.04580000000,-17.76910000000,"Harare, Harare Province, ZW",clinic,FALSE,,
Harare,31.01280000000,-17.86090000000,"42Q6+PWF, Lobengula Rd, Harare, ZW",Hospital,FALSE,,
Parirenyatwa,30.04330000000,-17.81220000000,"Chababomera, Chegutu, Mashonaland West Province, ZW",Hospital,FALSE,,
Belvedere,31.02430000000,-17.82000000000,"52JF+2FH, Burton Rd, Harare, ZW",Poly clinic,FALSE,,
Kuwadzana ,30.92850000000,-17.83230000000,"Harare, Harare Province, ZW",Poly clinic,FALSE,,
Warren Park,30.97820000000,-17.83380000000,"3rd Ave, Harare, ZW",Poly clinic,FALSE,,
Sunningdale,31.05430000000,-17.86840000000,"43H3+7CP Sunningdale Community Centre, 2nd Rd, Harare, ZW",satellite clinic,FALSE,,
Arcadia,31.05460000000,-17.84680000000,"Harare, Harare Province, ZW",clinic,FALSE,,
Braeside,31.06570000000,-17.83990000000,"4 General Booth Rd, Harare, ZW",clinic,FALSE,,
Eastly,31.08610000000,-17.82560000000,"3 Worcester Rd, Harare, ZW",FHS,FALSE,,
Chidamoyo,29.19194030760,-17.14833000000,"Kanyonga Camp, Hurungwe, Mashonaland West Province, ZW",Mission Hospital,FALSE,,
Chikanziwe,29.69778060910,-16.80722000000,"Chikangwe Function Hall, Nematombo Road, Karoi, ZW",Council Clinic,FALSE,,
Chinhere,29.43693923950,-17.21556000000,"Badze, Hurungwe, Mashonaland West Province, ZW",Council Clinic,FALSE,,
Chirundu,28.86055946350,-16.04389000000,"Hurungwe, Mashonaland West Province, ZW",Gvt Clinic,FALSE,,
Chivende,29.34943962100,-17.31583000000,"Hurungwe, Mashonaland West Province, ZW",Gvt Clinic,FALSE,,
Chundu,29.64249992370,-16.39278000000,"Hurungwe, Mashonaland West Province, ZW",Council Clinic,FALSE,,
Dete,29.94249916080,-16.50056000000,"Kazangarare, Hurungwe, Mashonaland West Province, ZW",Council Clinic,FALSE,,
Hesketh,29.53778076170,-16.86944000000,"Magunje, Hurungwe, Mashonaland West Province, ZW",Council Clinic,FALSE,,
Hewiyai,29.67388916020,-16.56972000000,"CMJF+4H Ardingly, ZW",Council Clinic,FALSE,,
Kapfunde,29.40833091740,-17.06583000000,"Badze, Hurungwe, Mashonaland West Province, ZW",Council Clinic,FALSE,,
Karoi,29.68778038020,-16.81528000000,"5MMQ+98V, Chikangwe Road, Karoi, ZW",District Hospital,FALSE,,
Karuru,29.64278030400,-16.47806000000,"Hurungwe, Mashonaland West Province, ZW",Council (Construction),FALSE,,
Kasimube,29.87722015380,-17.03111000000,"Hurungwe, Mashonaland West Province, ZW",Rural Health Centre,FALSE,,
Kazangarare,29.83555984500,-16.55917000000,"Mwami, Hurungwe, Mashonaland West Province, ZW",Gvt Council,FALSE,,
Lynx,29.45083045960,-16.59806000000,"Vuti, Hurungwe, Mashonaland West Province, ZW",Clinic Private Clinic,FALSE,,
Magunje,29.41056060790,-16.85500000000,"Magunje, Hurungwe, Mashonaland West Province, ZW",Rural Hospital,FALSE,,
Magunje Army,29.42333030700,-16.86528000000,"Magunje, Hurungwe, Mashonaland West Province, ZW",Army Clinic,FALSE,,
Mana Pools,29.36194038390,-15.72139000000,"Hurungwe, Mashonaland West Province, ZW",National Park-clinic,FALSE,,
Marongora,29.16250038150,-16.22889000000,"Makuti, Hurungwe, Mashonaland West Province, ZW",National Park-clinic,FALSE,,
Masanga,29.22999954220,-16.73611000000,"Hurungwe, Mashonaland West Province, ZW",Gvt Clinic,FALSE,,
Mashongwe,29.54166984560,-16.44056000000,"Midlands Province, ZW",Council Clinic,FALSE,,
Mwami,29.77610969540,-16.67167000000,"Vuti, Hurungwe, Mashonaland West Province, ZW",clinic,FALSE,,
Nyama,29.76721954350,-16.40694000000,"Mwami, Hurungwe, Mashonaland West Province, ZW",Council,FALSE,,
Nyamakaze,29.43638992310,-16.40389000000,"Hurungwe, Mashonaland West Province, ZW",Gvt Clinic,FALSE,,
Nyamhunga,29.19528007510,-16.88500000000,"Vuti, Hurungwe, Mashonaland West Province, ZW",Council Clinic,FALSE,,
Nyangoma,29.92667007450,-16.86639000000,"Chiwakanyama, Hurungwe, Mashonaland West Province, ZW",Council Clinic,FALSE,,
Tenewe,29.61166954040,-17.29056000000,"Mormon Hill, Hurungwe, Mashonaland West Province, ZW",Council Clinic,FALSE,,
Zvipani,29.21027946470,-16.98306000000,"Makonde, Mashonaland West Province, ZW",Gvt Clinic,FALSE,,
Deve,29.03146000000,-17.02504000000,"Chiwakanyama, Hurungwe, Mashonaland West Province, ZW",Clinic(Not Open),FALSE,,
Chiedza,29.06433000000,-17.12012000000,"Hurungwe, Mashonaland West Province, ZW",Clinic(Not Open),FALSE,,
Lan lorry,29.46661000000,-16.75765000000,"Kanyonga Camp, Hurungwe, Mashonaland West Province, ZW",Clinic,FALSE,,
Doro,29.35702000000,-16.71696000000,"Magunje, Hurungwe, Mashonaland West Province, ZW",Clinic,FALSE,,
Chinotimba,25.82583045960,-17.94528000000,"Chambati, Hurungwe, Mashonaland West Province, ZW",Clinic,FALSE,,
Chisuma,25.95471954350,-18.01361000000,"Victoria Falls, Hwange, Matabeleland North Province, ZW",Rural Health Centre,FALSE,,
Dete,26.86778068540,-18.61583000000,"Victoria Falls, Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
Dinde,26.73749923710,-18.38000000000,"Dete, Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
Empumalanga,26.50082969670,-18.34972000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
Gwayi,27.18638992310,-18.61111000000,"Rhino Rd, Hwange, ZW",Clinic,FALSE,,
Jambezi,26.22750091550,-18.05222000000,"Gwayi River Farms, Hwange, Matabeleland North Province, ZW",Rural Health Centre,FALSE,,
Kamative,27.05971908570,-18.31500000000,"Hwange, Matabeleland North Province, ZW",Hospital,FALSE,,
Kanywambizi,26.31110954280,-18.01694000000,"Kamativi, Hwange, Matabeleland North Province, ZW",Rural Health Centre,FALSE,,
Lukosi,26.62778091430,-18.36056000000,"Hwange, Matabeleland North Province, ZW",Rural Hospital,FALSE,,
Lukunguni,26.22833061220,-18.04444000000,"Hwange, Matabeleland North Province, ZW",Mission Hospital,FALSE,,
Lupote,26.96417045590,-18.51278000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
Main Camp.,26.95222091670,-18.73167000000,"Dete, Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
Makwandara,27.20055961610,-18.31722000000,"Dete, Hwange, Matabeleland North Province, ZW",Rural Health Centre,FALSE,,
Wankie,26.50056076050,-18.35722000000,"Tinde, Hwange, Matabeleland North Province, ZW",Private Hospital,FALSE,,
Mwemba,26.56056022640,-18.18333000000,"Stadium Rd, Hwange, ZW",Rural Health Centre,FALSE,,
Ndlovu,25.98389053340,-18.10083000000,"Hwange, Matabeleland North Province, ZW",Rural Health centre,FALSE,,
Safari Lodge,26.97443962100,-18.65611000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
Simangani,26.72417068480,-18.11028000000,"Dete, Hwange, Matabeleland North Province, ZW",Rural Health centre,FALSE,,
Victoria Falls,25.82611083980,-17.94389000000,"Deka, Hwange, Matabeleland North Province, ZW",District Hospital,FALSE,,
Dete,26.85831000000,-18.62354000000,"Victoria Falls, Hwange, Matabeleland North Province, ZW",Railways-clinic,FALSE,,
Hwange District Hospital,26.57485000000,-18.34985000000,"Dete, Hwange, Matabeleland North Province, ZW",District Hospital,FALSE,,
No 1 Clinic,26.49204000000,-18.35426000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
No1 North,26.47342000000,-18.33347000000,"Stadium Rd, Hwange, ZW",Clinic,FALSE,,
No 5 Clinic,26.44014000000,-18.37726000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
No 2 Dressing Station,26.43633000000,-18.36078000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
No 2 Clinic,26.42891000000,-18.36407000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
Ingagula,26.46145000000,-18.38911000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
No 3 Clinic,26.40722000000,-18.41659000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
ZRP Hwange,26.51302000000,-18.34558000000,"Hwange, Matabeleland North Province, ZW",Clinic,FALSE,,
NRZ Surgery,26.48723000000,-18.37115000000,"Hwange, Matabeleland North Province, ZW",Railways-clinic,FALSE,,
